"p_val ""avg_log2FC"" ""pct.1"" ""pct.2"" ""p_val_adj"" ""cluster"" ""gene"""
"493 1.0818877488025e-288 3.21587976364598 0.83 0.063 1.41326996626071e-284 ""12"" ""LOC5565476"""
"494 4.50268632695524e-249 1.65074818033174 0.421 0.012 5.88185914890163e-245 ""12"" ""LOC110681164"""
"495 2.59179798725566e-173 1.25091864834783 0.281 0.007 3.38566571075207e-169 ""12"" ""Or45"""
"496 5.88828839021374e-125 2.42948274969749 0.743 0.128 7.69187112413621e-121 ""12"" ""LOC5563684"""
"497 3.76095952349248e-113 2.50341394533434 0.871 0.218 4.91294142553823e-109 ""12"" ""LOC5572620"""
"498 1.16286703668557e-104 2.72335526405734 0.965 0.379 1.51905321002236e-100 ""12"" ""LOC5567299"""
"499 3.7578863389458e-82 2.35019288942339 0.842 0.282 4.90892692456489e-78 ""12"" ""LOC5578483"""
"500 1.11263056783023e-81 2.22812518248177 0.936 0.395 1.45342931075663e-77 ""12"" ""LOC5576177"""
"501 1.27035334743618e-75 2.18940681440258 0.579 0.126 1.65946257775588e-71 ""12"" ""LOC23687658"""
"502 2.94085656462142e-73 1.65286753842277 0.561 0.11 3.84164093036496e-69 ""12"" ""LOC5577784"""
"503 4.99058908547583e-71 1.53982489858447 0.994 0.769 6.51920652235708e-67 ""12"" ""LOC5571436"""
"504 8.1099681904002e-71 1.62219461090945 0.988 0.829 1.05940514471198e-66 ""12"" ""LOC5575947"""
"505 3.01187638743541e-68 1.74868567271889 0.918 0.395 3.93441412490687e-64 ""12"" ""LOC110679354"""
"506 6.94704909954636e-67 1.73931702866265 0.93 0.398 9.07493023873741e-63 ""12"" ""LOC5572771"""
"507 8.13866716885795e-63 1.73535566108086 0.953 0.572 1.06315409226791e-58 ""12"" ""LOC5564970"""
"508 3.57088076966555e-62 1.06374461453336 0.234 0.021 4.6646415494141e-58 ""12"" ""LOC5575841"""
"509 6.66697148186765e-62 1.81729943599154 0.608 0.157 8.70906484676371e-58 ""12"" ""LOC5571159"""
"510 7.4709514803791e-59 1.48239578151578 0.988 0.701 9.75930391881922e-55 ""12"" ""LOC110678585"""
"511 1.45074129205752e-54 1.15519496607845 0.994 0.943 1.89510334981474e-50 ""12"" ""LOC5578336"""
"512 2.06929567989968e-54 1.51382945915432 0.608 0.171 2.70312094665295e-50 ""12"" ""LOC5574904"""
"513 5.60179035367019e-49 1.55654480088926 0.906 0.506 7.31761873899937e-45 ""12"" ""LOC5578048"""
"514 2.98161054316527e-46 1.20537811876389 0.971 0.713 3.89487785253679e-42 ""12"" ""LOC5563924"""
"515 5.94894885023073e-45 1.1970004209251 0.386 0.079 7.7711118830564e-41 ""12"" ""LOC110674028"""
"516 2.76440650216633e-43 1.22728101017253 0.953 0.61 3.61114421377987e-39 ""12"" ""LOC5569257"""
"517 4.75027781018201e-43 1.46774847154718 0.485 0.13 6.20528790344075e-39 ""12"" ""LOC110676796"""
"518 6.18608972851876e-43 1.44279290843168 0.398 0.091 8.08088901236406e-39 ""12"" ""LOC5579488"""
"519 1.85172313216745e-42 1.01915293547125 0.977 0.809 2.41890592755033e-38 ""12"" ""LOC5575867"""
"520 6.83792347402905e-40 1.31316787125858 0.766 0.34 8.93237943412415e-36 ""12"" ""LOC5565389"""
"521 3.28438916407315e-38 1.23445230743551 0.661 0.244 4.29039756502875e-34 ""12"" ""LOC5577806"""
"522 1.75860021972281e-37 1.36097131336374 0.819 0.493 2.29725946702391e-33 ""12"" ""LOC5573765"""
"523 9.63021573869935e-37 1.20052155062186 0.86 0.487 1.2579950819463e-32 ""12"" ""LOC110675652"""
"524 6.48324148721581e-36 1.50885258587548 0.31 0.064 8.46905835475001e-32 ""12"" ""LOC5563693"""
"525 2.22176502589464e-34 1.13224665740825 0.602 0.217 2.90229165332616e-30 ""12"" ""LOC5577565"""
"526 8.38174300836058e-33 1.10301817953361 0.901 0.702 1.09490708918214e-28 ""12"" ""LOC5577633"""
"527 6.19123136598632e-32 1.09613277840077 0.906 0.687 8.08760553338793e-28 ""12"" ""LOC5569512"""
"528 2.49662229284422e-30 1.00479832431513 0.871 0.61 3.26133770114241e-26 ""12"" ""LOC5565429"""
"529 1.04153411260195e-29 1.03193979887719 0.62 0.244 1.36055601129193e-25 ""12"" ""LOC5575988"""
"530 1.77713196287608e-29 1.14976852096665 0.667 0.311 2.32146748310502e-25 ""12"" ""LOC5578826"""
"531 7.18267372098945e-29 1.13888052368999 0.766 0.451 9.38272668172852e-25 ""12"" ""LOC5566390"""
"532 8.87185544156649e-29 1.20546410259115 0.848 0.611 1.15893047633183e-24 ""12"" ""LOC5566289"""
"533 5.6542101388746e-28 1.01278744941861 0.848 0.559 7.38609470441189e-24 ""12"" ""LOC5577994"""
"534 1.36424793011906e-27 1.05109886200681 0.515 0.193 1.78211707111453e-23 ""12"" ""LOC5575353"""
"535 1.55826989040222e-26 1.45556048348746 0.556 0.239 2.03556795783242e-22 ""12"" ""LOC5577147"""
"536 3.40648984053768e-25 1.05767487022754 0.719 0.388 4.44989767869437e-21 ""12"" ""LOC5574506"""
"537 6.78619982004908e-19 1.13972602665742 0.497 0.233 8.86481282493011e-15 ""12"" ""LOC5578720"""
"538 2.14580813763127e-18 1.16250249467152 0.526 0.266 2.80306917018772e-14 ""12"" ""LOC5575382"""
"539 6.19034235881406e-18 1.13130523636246 0.24 0.071 8.0864442233188e-14 ""12"" ""LOC23687692"""
"540 7.98700889271291e-14 1.00562536200614 0.462 0.245 1.04334297165509e-09 ""12"" ""LOC5577995"""
"541 1.38625534298836e-13 1.07264453970344 0.333 0.141 1.81086535454569e-09 ""12"" ""LOC5570293"""
"542 3.6816836219509e-13 1.00831754710255 0.374 0.177 4.80938331535447e-09 ""12"" ""LOC5578435"""
"543 0 2.25350560507325 0.72 0.019 0 ""13"" ""Or52"""
"544 5.10943790622809e-242 2.56902290829153 0.86 0.076 6.67445873690575e-238 ""13"" ""Or36"""
"545 6.23482058774456e-215 1.79531118000544 0.459 0.018 8.14454613377071e-211 ""13"" ""Or72"""
"546 3.84046298120399e-205 2.0535800366025 0.452 0.019 5.01679679234677e-201 ""13"" ""LOC110679072"""
"547 5.11299717733992e-91 2.19968731644946 0.943 0.304 6.67910821275913e-87 ""13"" ""LOC5568887"""
"548 9.07325853885421e-86 1.56320371013599 0.382 0.04 1.18523976293053e-81 ""13"" ""LOC5569275"""
"549 4.93443462051674e-71 1.70803061869518 0.924 0.329 6.44585194478102e-67 ""13"" ""LOC5575090"""
"550 1.87765683836184e-70 1.80515700296068 0.917 0.329 2.45278312795207e-66 ""13"" ""LOC5575091"""
"551 1.08130983705677e-65 1.58674061300117 0.72 0.183 1.41251504014726e-61 ""13"" ""LOC5566189"""
"552 5.59929491302913e-55 1.21376741908844 1 0.96 7.31435894488996e-51 ""13"" ""LOC5569019"""
"553 5.09120492152848e-43 1.38781860498535 0.771 0.309 6.65064098899265e-39 ""13"" ""LOC5578826"""
"554 5.87208891692163e-34 1.17291959829355 0.904 0.504 7.67070975217472e-30 ""13"" ""LOC5572280"""
"555 3.80260989428973e-29 1.01885413926845 0.732 0.324 4.96734930491067e-25 ""13"" ""LOC5564630"""
"556 1.08824236684609e-28 1.00246550312554 0.93 0.634 1.42157100381105e-24 ""13"" ""LOC5572215"""
"557 7.88102626400216e-27 1.23397090394451 0.611 0.258 1.0294984608666e-22 ""13"" ""LOC110676317"""
"558 1.08775471663047e-26 1.08160039359103 0.618 0.268 1.42093398633438e-22 ""13"" ""LOC5577636"""
"559 1.70148971992313e-24 1.10653045616531 0.65 0.291 2.22265602113558e-20 ""13"" ""LOC5576709"""
"560 4.89656623654868e-22 1.07449478451881 0.599 0.275 6.39638447480355e-18 ""13"" ""LOC5578490"""
"561 0 2.61186463269101 0.8 0.038 0 ""14"" ""Or11"""
"562 0 2.07909429856179 0.6 0.011 0 ""14"" ""LOC110676878"""
"563 1.80874208994682e-123 2.27674601966235 0.781 0.138 2.36275979209753e-119 ""14"" ""LOC5579227"""
"564 4.00754935110155e-91 2.54627977783371 1 0.526 5.23506171734395e-87 ""14"" ""LOC5568795"""
"565 3.77855704181984e-77 1.33295726768909 1 0.988 4.93592906372926e-73 ""14"" ""LOC5578284"""
"566 1.00842968376611e-68 1.73958277352696 0.981 0.543 1.31731169590367e-64 ""14"" ""LOC5573206"""
"567 1.3782942446319e-65 1.0251970642626 0.155 0.007 1.80046577176265e-61 ""14"" ""LOC5574915"""
"568 2.73313575644993e-63 2.02560474624746 0.91 0.434 3.57029523865055e-59 ""14"" ""LOC5573643"""
"569 2.26470989778472e-59 1.52041550359541 0.677 0.178 2.95839053947618e-55 ""14"" ""LOC5574607"""
"570 1.0208187918045e-48 1.38288742691512 0.413 0.079 1.33349558773421e-44 ""14"" ""LOC5579957"""
"571 1.87737596038617e-47 1.59612728235402 0.626 0.186 2.45241621705245e-43 ""14"" ""LOC5566189"""
"572 2.71666153377959e-46 1.21467285922564 1 0.833 3.54877496157627e-42 ""14"" ""LOC5579992"""
"573 7.33410418211487e-42 1.53409391201522 0.742 0.288 9.58054029309665e-38 ""14"" ""LOC5576709"""
"574 9.97639450387935e-42 1.1764168117305 0.948 0.608 1.30321641404176e-37 ""14"" ""LOC5565429"""
"575 1.35403050688293e-40 1.47943534505111 0.826 0.388 1.76877005114117e-36 ""14"" ""LOC5577768"""
"576 1.85229029889315e-38 1.21194181516139 0.858 0.374 2.41964681744412e-34 ""14"" ""LOC110675368"""
"577 2.87487517060604e-38 1.37334502268997 0.684 0.252 3.75544943536268e-34 ""14"" ""LOC5568358"""
"578 6.20403288274505e-37 1.07295889746809 1 0.944 8.10432815472985e-33 ""14"" ""Orco"""
"579 9.35068076445302e-36 1.18405866622828 0.574 0.177 1.2214794282605e-31 ""14"" ""LOC5574677"""
"580 3.94855424988183e-33 1.27515147383973 0.813 0.425 5.15799641662063e-29 ""14"" ""LOC5572161"""
"581 1.17819776997358e-29 1.09784510038517 0.929 0.615 1.53907974691649e-25 ""14"" ""LOC5575783"""
"582 2.27161969537377e-26 1.30509305547777 0.594 0.237 2.96741680806675e-22 ""14"" ""LOC5575487"""
"583 4.24648699731558e-18 1.06351024628616 0.677 0.385 5.54718596459334e-14 ""14"" ""LOC5571423"""
"584 0 2.98416737665292 0.859 0.021 0 ""15"" ""LOC5569255"""
"585 1.83612609964872e-299 1.77434363179146 0.503 0.012 2.39853152397113e-295 ""15"" ""LOC5569250"""
"586 3.15324224313379e-205 2.44788167373147 0.705 0.056 4.11908034220568e-201 ""15"" ""LOC5575667"""
"587 5.53308071578587e-191 1.29781787141254 0.235 0.002 7.22786333903108e-187 ""15"" ""Or130"""
"588 1.63695150896681e-114 1.06979905413696 0.208 0.006 2.13834975616334e-110 ""15"" ""Or116"""
"589 9.26914568439933e-97 2.0750422266444 0.295 0.019 1.21082850075308e-92 ""15"" ""Or121"""
"590 2.46579025182311e-89 2.16744909010529 0.295 0.021 3.22106180595653e-85 ""15"" ""Or122"""
"591 6.81035925394848e-81 1.47023596361257 0.208 0.01 8.8963722934329e-77 ""15"" ""Or91"""
"592 1.87459211812333e-56 1.84736413389355 0.396 0.063 2.4487796839045e-52 ""15"" ""LOC5563693"""
"593 3.13739739798422e-53 1.28894187670691 1 0.882 4.09838222098679e-49 ""15"" ""LOC5578520"""
"594 6.94095113616816e-52 1.35489409346664 0.913 0.338 9.06696446917646e-48 ""15"" ""LOC110677033"""
"595 1.21482531290897e-51 1.50467203787264 0.946 0.397 1.58692630625299e-47 ""15"" ""LOC5576177"""
"596 2.21431729861825e-51 1.45124154327729 0.94 0.401 2.89256268718502e-47 ""15"" ""LOC5572771"""
"597 6.54904746643831e-46 1.2484010622303 0.993 0.721 8.55502070540836e-42 ""15"" ""LOC5579195"""
"598 1.84999512507901e-45 1.03615579085239 0.389 0.07 2.41664863189071e-41 ""15"" ""LOC5569669"""
"599 6.6570614867086e-40 1.16125482462589 0.973 0.667 8.69611942008744e-36 ""15"" ""LOC110675790"""
"600 1.2010515205576e-37 1.52022285246412 0.49 0.131 1.56893360130439e-33 ""15"" ""LOC110676796"""
"601 4.85850803329878e-33 1.24164179301631 0.322 0.067 6.34666904389819e-29 ""15"" ""LOC5565305"""
"602 1.84882621367806e-28 1.18866084020577 0.564 0.21 2.41512168292765e-24 ""15"" ""LOC5566523"""
"603 9.31426754608903e-27 1.13473563117344 0.631 0.262 1.21672276954561e-22 ""15"" ""LOC5566064"""
"604 8.10013009118001e-19 1.20137835057558 0.658 0.36 1.05811999381085e-14 ""15"" ""LOC5577573"""
"605 1.96416685621886e-10 1.58585462760488 0.43 0.249 2.5657911642787e-06 ""15"" ""LOC5569022"""
"606 0 3.6393267187663 0.876 0.043 0 ""16"" ""Or103"""
"607 2.98915932860509e-281 1.99774010712035 0.504 0.012 3.90473883095683e-277 ""16"" ""LOC110681078"""
"608 1.80670376491939e-252 1.87075929770183 0.426 0.009 2.3600971281142e-248 ""16"" ""Or115"""
"609 1.04376053423328e-233 1.62225813775446 0.326 0.004 1.36346438586893e-229 ""16"" ""LOC110680794"""
"610 2.13235693755191e-186 1.51978780724925 0.31 0.006 2.78549786752406e-182 ""16"" ""Or114"""
"611 2.29779020130974e-141 2.85559144425749 0.705 0.077 3.00160333997091e-137 ""16"" ""LOC5569731"""
"612 2.2809330512562e-103 1.67015414911197 0.426 0.034 2.97958284485598e-99 ""16"" ""LOC5567474"""
"613 3.86697748266093e-69 1.21291235649618 0.225 0.013 5.05143268559998e-65 ""16"" ""Or125"""
"614 2.03156199812014e-62 1.58937877764392 0.38 0.047 2.65382943814434e-58 ""16"" ""LOC5573900"""
"615 9.01477055828656e-56 2.5295359908028 0.372 0.052 1.17759947802897e-51 ""16"" ""LOC5570082"""
"616 5.9281650395273e-54 2.07111812081095 0.713 0.188 7.74396199113452e-50 ""16"" ""LOC5573874"""
"617 1.49991285100478e-46 1.5991610764011 0.992 0.722 1.95933615726755e-42 ""16"" ""LOC5579195"""
"618 1.52913124042499e-46 1.69155415718538 0.698 0.209 1.99750413936717e-42 ""16"" ""LOC5572107"""
"619 1.03428251826634e-42 1.29741438340992 0.992 0.736 1.35108325361131e-38 ""16"" ""LOC5564718"""
"620 2.09687806824324e-38 1.16210836354052 0.891 0.333 2.73915182054614e-34 ""16"" ""LOC5575090"""
"621 1.02498007023747e-37 1.47271901984789 0.922 0.568 1.33893146575121e-33 ""16"" ""LOC5576319"""
"622 1.72458787881929e-33 1.17258931764687 0.349 0.068 2.25282914610164e-29 ""16"" ""LOC5578859"""
"623 6.89354906483491e-33 1.15406035533313 0.837 0.334 9.00504314339384e-29 ""16"" ""LOC5575091"""
"624 1.86971221123595e-30 1.24509451616622 0.969 0.673 2.44240506153752e-26 ""16"" ""LOC5567273"""
"625 1.47290785916437e-27 1.08267784103008 0.597 0.215 1.92405953642641e-23 ""16"" ""LOC5571202"""
"626 3.70574428507653e-18 1.03261224202977 0.597 0.26 4.84081375959547e-14 ""16"" ""LOC5566374"""
"627 4.6610835550584e-18 1.06572078752002 0.938 0.706 6.08877344797278e-14 ""16"" ""LOC5566851"""
"628 1.6361628765603e-17 1.07420389052824 0.581 0.254 2.13731956565072e-13 ""16"" ""LOC110676202"""
"629 1.6768946711006e-15 1.1006708233496 0.698 0.406 2.19052750885871e-11 ""16"" ""LOC5576177"""
"630 8.09391190352821e-14 1.25281125736487 0.496 0.233 1.05730771195789e-09 ""16"" ""LOC5568195"""
"631 0 3.54030055267096 0.897 0.016 0 ""17"" ""Ir75b"""
"632 0 3.18817347818587 0.855 0.017 0 ""17"" ""Ir75a"""
"633 0 3.11786160555761 0.786 0.015 0 ""17"" ""Ir75c"""
"634 2.79624977501326e-154 3.41970753442872 0.957 0.137 3.65274108109982e-150 ""17"" ""LOC5568992"""
"635 2.04998131227019e-123 2.19973197525057 0.59 0.054 2.67789058821855e-119 ""17"" ""LOC110676099"""
"636 3.68657562801286e-117 2.65537449555427 0.923 0.157 4.8157737428732e-113 ""17"" ""LOC5574148"""
"637 6.26972188005948e-105 2.19217219152539 0.752 0.109 8.1901376919217e-101 ""17"" ""Ir8a"""
"638 2.93294858403167e-86 2.39133373020448 0.94 0.229 3.83131073532057e-82 ""17"" ""LOC5566816"""
"639 2.60122923669915e-49 1.34549016628256 0.248 0.023 3.3979857519001e-45 ""17"" ""LOC110681320"""
"640 3.67723847796989e-47 1.79999355141379 0.872 0.335 4.80357662377206e-43 ""17"" ""LOC5575090"""
"641 1.0112328160756e-45 1.95776887804803 0.846 0.335 1.32097342763955e-41 ""17"" ""LOC5575091"""
"642 1.2805789542833e-42 1.83388416408403 0.718 0.231 1.67282028798027e-38 ""17"" ""LOC5578647"""
"643 1.15908189763028e-41 1.64448448395926 0.949 0.557 1.51410868287444e-37 ""17"" ""LOC5568493"""
"644 1.15835966888156e-40 2.09347084466771 0.718 0.265 1.51316523545999e-36 ""17"" ""LOC5579210"""
"645 1.54462616465494e-38 1.84729285041336 0.897 0.593 2.01774515888875e-34 ""17"" ""LOC5570620"""
"646 4.30428145510625e-38 1.13406753568544 0.991 0.862 5.62268286480529e-34 ""17"" ""LOC5567708"""
"647 7.42267148674134e-38 1.60186400795288 0.923 0.561 9.69623576313021e-34 ""17"" ""LOC5563881"""
"648 6.82943194237445e-36 1.64251588108667 0.513 0.131 8.92128694632374e-32 ""17"" ""LOC5564863"""
"649 1.1070266270138e-34 1.28734996968059 0.256 0.035 1.44610888286813e-30 ""17"" ""LOC5571171"""
"650 5.10991543977476e-34 2.0727298484144 0.983 0.944 6.67508253897777e-30 ""17"" ""LOC5579800"""
"651 7.63455825685999e-34 1.51290751415411 0.427 0.096 9.97302345093621e-30 ""17"" ""LOC5564892"""
"652 7.60228917336646e-33 1.43507077459593 0.923 0.638 9.9308703471686e-29 ""17"" ""LOC5564929"""
"653 1.10357870208595e-31 1.23520432974207 0.342 0.064 1.44160485853487e-27 ""17"" ""LOC5576917"""
"654 4.26700720213995e-27 1.06785730664936 1 0.761 5.57399150815541e-23 ""17"" ""LOC5570026"""
"655 1.15625682207239e-26 1.32537226993219 0.786 0.439 1.51041828667316e-22 ""17"" ""LOC5568668"""
"656 7.20701500559614e-24 1.27332782282623 0.863 0.654 9.41452370181023e-20 ""17"" ""LOC5575945"""
"657 1.2933175928381e-23 1.06696850321865 0.949 0.756 1.6894607715244e-19 ""17"" ""LOC5567324"""
"658 1.61546332369696e-18 1.20254495607608 0.641 0.32 2.11027973974534e-14 ""17"" ""LOC110681487"""
"659 1.00966805335859e-17 1.22104728135686 0.761 0.49 1.31892937810233e-13 ""17"" ""LOC5572851"""
"660 1.08062476689882e-17 1.35896699396047 0.915 0.766 1.41162013299992e-13 ""17"" ""LOC5578544"""
"661 4.61456676570204e-17 1.15320541178941 0.752 0.483 6.02800856603657e-13 ""17"" ""LOC5566546"""
"662 1.0899016513232e-15 1.0926302375805 0.65 0.37 1.4237385271235e-11 ""17"" ""LOC5572546"""
"663 3.94363114939204e-15 1.12594310609938 0.709 0.472 5.15156537045082e-11 ""17"" ""LOC5567811"""
"664 4.50526680008879e-14 1.1338457185113 0.513 0.235 5.88523002095598e-10 ""17"" ""LOC5567816"""
"665 2.00228694097009e-12 1.10576138411924 0.368 0.148 2.61558743098923e-08 ""17"" ""LOC5566745"""
"666 2.51969672039232e-12 1.03118832532473 0.761 0.518 3.29147982584849e-08 ""17"" ""LOC5567281"""
"667 4.01753081482895e-12 1.01929442867709 0.573 0.314 5.24810050341105e-08 ""17"" ""LOC5569245"""
"668 6.33051345354774e-12 1.02643250768886 0.35 0.137 8.26954972436941e-08 ""17"" ""LOC110676796"""
"669 1.56804673361395e-11 1.06178649005907 0.624 0.411 2.04833944811991e-07 ""17"" ""LOC110676773"""
"670 6.71649742839942e-11 1.22939392264916 0.291 0.111 8.77376059071817e-07 ""17"" ""LOC5569778"""
"671 3.10551226699697e-07 1.17831997813079 0.376 0.208 0.00405673067437814 ""17"" ""LOC5575378"""
"672 3.41606525663901e-07 1.14948050905073 0.513 0.355 0.00446240604474754 ""17"" ""LOC5568626"""
"673 3.72618649590356e-263 5.30201326302119 1 0.077 4.86751741959881e-259 ""18"" ""Or47"""
"674 2.28632436759891e-148 3.83595533528793 0.655 0.055 2.98662552139446e-144 ""18"" ""Or4"""
"675 3.05749151353359e-143 2.05442605060616 0.5 0.029 3.99400116412893e-139 ""18"" ""Or71"""
"676 3.58847198838457e-143 1.77246589510883 0.3 0.008 4.68762095842676e-139 ""18"" ""Or3"""
"677 3.55696337034528e-104 3.15823712832032 0.564 0.056 4.64646125068204e-100 ""18"" ""Or82"""
"678 3.3423236541005e-83 2.28315045853168 0.336 0.023 4.36607738935148e-79 ""18"" ""LOC5573493"""
"679 4.50486272227657e-67 1.66342565019956 0.564 0.083 5.88470217410989e-63 ""18"" ""LOC5575639"""
"680 3.71083635682149e-57 1.10899779140227 0.191 0.01 4.84746553291592e-53 ""18"" ""Or50"""
"681 3.77635781629948e-56 1.31023007309906 0.345 0.037 4.93305621543201e-52 ""18"" ""LOC5572139"""
"682 1.34505494422012e-44 1.78471537512677 0.827 0.298 1.75704527363474e-40 ""18"" ""LOC5569939"""
"683 2.90782167340442e-44 1.50450406843809 0.109 0.004 3.79848745196819e-40 ""18"" ""Gr15"""
"684 4.7221164774131e-43 1.91875271670717 0.755 0.251 6.16850075444474e-39 ""18"" ""LOC110676202"""
"685 6.20718285860224e-39 1.74637232249125 0.818 0.313 8.10844296819211e-35 ""18"" ""LOC23687412"""
"686 1.26378679225336e-38 1.42013124017669 0.973 0.846 1.65088468672056e-34 ""18"" ""LOC5565213"""
"687 2.3699549567598e-37 2.47969690967979 0.673 0.248 3.09587216001533e-33 ""18"" ""LOC5566409"""
"688 4.60366761812277e-35 1.31795884992828 0.291 0.042 6.01377100955377e-31 ""18"" ""LOC110678451"""
"689 1.88123862885201e-34 1.31110864145414 0.982 0.653 2.45746202086938e-30 ""18"" ""LOC5578723"""
"690 1.75448913891692e-31 1.08431478219958 0.982 0.887 2.29188916216717e-27 ""18"" ""LOC5563832"""
"691 1.36921766876179e-29 2.36350116354945 0.5 0.149 1.78860904070352e-25 ""18"" ""LOC5576812"""
"692 5.61551970852111e-27 1.09631014656555 0.909 0.432 7.33555339524113e-23 ""18"" ""LOC5577136"""
"693 7.11771700331349e-25 1.34195999107231 0.809 0.439 9.29787372142841e-21 ""18"" ""LOC5568668"""
"694 1.21364758085599e-24 1.25389028683076 0.764 0.4 1.58538783487218e-20 ""18"" ""LOC5576492"""
"695 1.08934261772832e-23 1.01369644036713 0.973 0.798 1.42300826153851e-19 ""18"" ""LOC5575443"""
"696 1.15475762122046e-23 1.11267472461571 0.855 0.517 1.50845988060028e-19 ""18"" ""LOC5570397"""
"697 2.08291013704312e-23 1.06706776074966 0.882 0.406 2.72090551201943e-19 ""18"" ""LOC5572771"""
"698 4.36090385868666e-22 1.31646791103954 0.491 0.16 5.69664871060239e-18 ""18"" ""LOC5572158"""
"699 9.95788160385938e-22 1.14521092751139 0.509 0.165 1.30079807391215e-17 ""18"" ""LOC5571159"""
"700 8.13320693038881e-21 1.04928207890538 0.991 0.793 1.06244082131669e-16 ""18"" ""LOC5577794"""
"701 1.75908792051879e-20 1.27601686990429 0.691 0.327 2.2978965505737e-16 ""18"" ""LOC5571696"""
"702 2.08237329591756e-19 1.04949313123269 0.955 0.707 2.72020423645711e-15 ""18"" ""LOC5566851"""
"703 7.79412704557992e-18 1.21887864721163 0.445 0.164 1.0181468159641e-13 ""18"" ""LOC5576154"""
"704 1.15212829979353e-17 1.48758051625544 0.564 0.246 1.50502519802028e-13 ""18"" ""LOC5564628"""
"705 2.27276335659678e-17 1.28457843133513 0.464 0.168 2.96891077272237e-13 ""18"" ""LOC5568868"""
"706 2.79658435226681e-17 1.20506284099956 0.418 0.142 3.65317813936613e-13 ""18"" ""LOC5564889"""
"707 2.23028349836855e-13 1.11056166196005 0.2 0.05 2.91341933391883e-09 ""18"" ""LOC5568775"""
"708 3.40343768398382e-12 2.50135275780319 0.291 0.099 4.44591064658806e-08 ""18"" ""LOC110677771"""
"709 1.18516519545212e-10 1.26184410999109 0.418 0.203 1.5481812948191e-06 ""18"" ""LOC5572431"""
"710 0.00943313234995346 1.07008086175448 0.191 0.122 1 ""18"" ""LOC5569480"""
"711 4.99177846895636e-272 5.31004548954696 0.63 0.021 6.52076021399769e-268 ""19"" ""Ir31a1"""
"712 2.16610254273846e-145 2.23570712463183 0.713 0.062 2.82957975157925e-141 ""19"" ""LOC5569951"""
"713 2.39698532542677e-134 2.73408507102897 0.315 0.01 3.13118193060499e-130 ""19"" ""Ir31a2"""
"714 8.32052470298993e-124 2.9677073377805 0.954 0.158 1.08691014195157e-119 ""19"" ""LOC5574148"""
"715 4.12268637804876e-104 3.27726982398355 0.972 0.227 5.3854652156451e-100 ""19"" ""LOC5563680"""
"716 2.97061491808037e-103 1.28915662126039 0.25 0.008 3.88051426748839e-99 ""19"" ""Ir75k"""
"717 1.16793953500099e-100 1.01755729877037 0.185 0.004 1.5256794145718e-96 ""19"" ""Ir75l"""
"718 8.06328241953779e-96 2.14359781215903 0.546 0.055 1.05330658246422e-91 ""19"" ""LOC110676099"""
"719 5.06532744571811e-89 1.28116199651067 0.259 0.011 6.61683724234157e-85 ""19"" ""LOC5577303"""
"720 5.08787202406731e-86 1.72799210664786 0.731 0.11 6.64628722503912e-82 ""19"" ""Ir8a"""
"721 1.95515076855371e-72 1.02511253718993 0.157 0.005 2.55401344896171e-68 ""19"" ""LOC5578285"""
"722 1.53575632902009e-68 2.39568560556892 0.981 0.342 2.00615849259895e-64 ""19"" ""LOC110677033"""
"723 8.59154330457555e-56 1.82860988560795 0.954 0.334 1.1223133018767e-51 ""19"" ""LOC5575090"""
"724 4.90943881126862e-54 1.46304998833962 0.269 0.023 6.4131999191602e-50 ""19"" ""LOC110681320"""
"725 1.5260433860625e-53 2.37795584284082 0.981 0.561 1.99347047521344e-49 ""19"" ""LOC5563881"""
"726 2.04828227794248e-53 1.83082535758301 0.926 0.335 2.67567113967626e-49 ""19"" ""LOC5575091"""
"727 3.49283109190051e-51 1.65921628263922 0.315 0.034 4.56268525534964e-47 ""19"" ""LOC5571171"""
"728 4.97298090621557e-51 1.3406509830933 0.241 0.019 6.4962049577894e-47 ""19"" ""LOC5577454"""
"729 6.17002045194597e-48 1.8466548999154 0.759 0.223 8.05989771637702e-44 ""19"" ""LOC5575465"""
"730 5.41087469523033e-46 1.4738744624306 0.509 0.095 7.06822561437938e-42 ""19"" ""LOC5564892"""
"731 5.48203425833313e-44 1.18247364622047 0.269 0.028 7.16118135166057e-40 ""19"" ""LOC5564239"""
"732 3.0491688757724e-42 2.19389262081526 0.639 0.179 3.98312930242149e-38 ""19"" ""LOC5572422"""
"733 1.18948555815406e-41 1.90589634036036 0.852 0.339 1.55382498461665e-37 ""19"" ""LOC5569149"""
"734 1.25259090868174e-40 1.69601577606041 1 0.776 1.63625950401095e-36 ""19"" ""LOC5569913"""
"735 2.1442647294549e-39 1.69522916956295 0.741 0.231 2.80105301608693e-35 ""19"" ""LOC5578647"""
"736 2.80724944667695e-39 1.85102159333369 0.824 0.313 3.6671099521941e-35 ""19"" ""LOC23687412"""
"737 1.51344055191289e-34 1.24046553520297 1 0.755 1.97700739296381e-30 ""19"" ""LOC5567324"""
"738 7.02726344247462e-34 1.16228580881951 1 0.894 9.1797142349046e-30 ""19"" ""LOC5579882"""
"739 7.58153665508094e-34 1.47640665870134 0.731 0.265 9.90376133253223e-30 ""19"" ""LOC5579210"""
"740 1.82461849289623e-33 1.14286763860577 0.991 0.846 2.38349913727035e-29 ""19"" ""LOC5565213"""
"741 1.22164760440505e-32 1.67327456292595 0.565 0.158 1.59583826563431e-28 ""19"" ""LOC5572158"""
