"p_val ""avg_log2FC"" ""pct.1"" ""pct.2"" ""p_val_adj"" ""cluster"" ""gene"""
"246 2.81685082624031e-136 1.59921802134971 0.649 0.11 3.67965223431771e-132 ""7"" ""LOC5574723"""
"247 3.4444161049395e-136 2.21166083297711 0.773 0.184 4.49944075788247e-132 ""7"" ""LOC5576325"""
"248 3.35459419881148e-135 1.68618604436657 0.729 0.149 4.38210640190744e-131 ""7"" ""LOC5567540"""
"249 1.05040422526697e-129 1.97265486153743 0.861 0.237 1.37214303946624e-125 ""7"" ""LOC5572656"""
"250 4.33981399581684e-127 1.82395391633096 0.466 0.058 5.66909902273554e-123 ""7"" ""LOC5572361"""
"251 3.42012733245913e-125 1.74419944472019 0.625 0.114 4.46771233439136e-121 ""7"" ""LOC5577374"""
"252 7.79733863622502e-125 1.67207654442581 0.681 0.134 1.01856634605007e-120 ""7"" ""LOC5574190"""
"253 5.06665261406292e-122 1.60518769007312 0.729 0.159 6.6185683097504e-118 ""7"" ""LOC5564131"""
"254 1.42842893714284e-120 1.99337414715827 0.948 0.402 1.8659567205897e-116 ""7"" ""LOC5570420"""
"255 4.03441184575842e-120 2.51189940929945 0.673 0.151 5.27015219411422e-116 ""7"" ""LOC5567598"""
"256 2.24747305258047e-119 1.76961942197524 0.98 0.434 2.93587404858587e-115 ""7"" ""LOC5576139"""
"257 4.11840413164122e-119 1.13447825628416 0.299 0.022 5.37987131716293e-115 ""7"" ""LOC5569853"""
"258 1.10350621683585e-115 1.81272534700766 0.912 0.349 1.44151017105267e-111 ""7"" ""LOC5569819"""
"259 5.90484012802393e-114 2.18561870605747 0.888 0.328 7.71349265923766e-110 ""7"" ""LOC5572751"""
"260 2.69306698712757e-113 1.69723989355665 0.845 0.251 3.51795340528475e-109 ""7"" ""LOC5564544"""
"261 4.10372016769069e-111 1.96258774810426 0.594 0.115 5.36068965505435e-107 ""7"" ""LOC5567585"""
"262 1.45810626521322e-107 1.8913071929163 0.685 0.16 1.90472421424803e-103 ""7"" ""LOC5571620"""
"263 1.7432581451479e-95 1.67757845460672 0.841 0.299 2.2772181150067e-91 ""7"" ""LOC23687720"""
"264 3.16235567546697e-94 1.30333227966783 0.375 0.05 4.13098521886251e-90 ""7"" ""LOC5570858"""
"265 4.39136578947942e-94 1.49046548185236 0.785 0.229 5.73644113079697e-90 ""7"" ""LOC5574775"""
"266 2.19371327418566e-92 1.47184974663428 0.769 0.224 2.86564765006872e-88 ""7"" ""LOC5577744"""
"267 3.93300942201476e-91 1.70769077418516 0.912 0.426 5.13769020797788e-87 ""7"" ""LOC5571143"""
"268 1.10691105149559e-89 1.52133510403543 0.685 0.18 1.44595790656869e-85 ""7"" ""LOC5576856"""
"269 8.13814851301047e-89 1.46846237779158 1 0.683 1.06308634025456e-84 ""7"" ""LOC5576247"""
"270 2.12351319586248e-88 1.46766084826974 0.721 0.194 2.77394528775516e-84 ""7"" ""LOC110676534"""
"271 3.52177497629625e-87 1.54107335256278 0.861 0.326 4.6004946515358e-83 ""7"" ""LOC5563690"""
"272 4.17893852192035e-87 1.93867666794577 0.514 0.107 5.45894739118456e-83 ""7"" ""LOC5565736"""
"273 2.2048211852374e-86 1.5892953422353 0.821 0.279 2.88015791427562e-82 ""7"" ""LOC5570371"""
"274 7.75269478040397e-86 1.38978479842508 0.606 0.144 1.01273451916417e-81 ""7"" ""LOC5571331"""
"275 8.59974486240207e-85 1.13606865568469 0.398 0.062 1.12338467137558e-80 ""7"" ""LOC110681191"""
"276 1.00345272655505e-84 1.18819857805079 0.343 0.045 1.31081029669886e-80 ""7"" ""LOC5570418"""
"277 9.51329573792416e-82 1.05085079735572 0.331 0.043 1.24272182224503e-77 ""7"" ""LOC5567541"""
"278 3.04514465495908e-81 1.68279080823116 0.853 0.395 3.97787246277304e-77 ""7"" ""LOC5574136"""
"279 2.53306267781824e-80 1.3780968436216 0.375 0.058 3.30893977603397e-76 ""7"" ""LOC5571127"""
"280 2.11509902105158e-78 1.39617087530613 0.984 0.831 2.76295385119967e-74 ""7"" ""LOC5579992"""
"281 7.42198768231541e-78 1.46737772815882 0.586 0.15 9.69534250940862e-74 ""7"" ""LOC5578682"""
"282 1.32212213725806e-75 1.29878176041939 0.606 0.159 1.7270881479002e-71 ""7"" ""LOC5569501"""
"283 1.09696369121178e-72 1.75672103638771 0.873 0.451 1.43296366982995e-68 ""7"" ""LOC5570169"""
"284 1.59147679499085e-72 1.37181616892242 0.486 0.108 2.07894613729655e-68 ""7"" ""LOC5578856"""
"285 2.28202458029752e-72 1.41976483644964 0.41 0.08 2.98100870924264e-68 ""7"" ""LOC5572971"""
"286 2.56918887888605e-72 1.76991587491083 0.813 0.365 3.35613143248885e-68 ""7"" ""LOC5575537"""
"287 2.72815159742927e-72 1.4141404474277 0.661 0.197 3.56378443172185e-68 ""7"" ""LOC5578326"""
"288 8.10201614629324e-72 1.11446416866593 0.996 0.855 1.05836636919029e-67 ""7"" ""LOC5578975"""
"289 1.19493734658646e-71 1.41854824363957 0.813 0.317 1.5609466558459e-67 ""7"" ""LOC5565895"""
"290 1.61986474841217e-71 1.45069848940158 0.797 0.29 2.11602932085081e-67 ""7"" ""LOC5566878"""
"291 1.52821214880593e-70 1.26965926273942 0.996 0.784 1.99630352998518e-66 ""7"" ""LOC5579996"""
"292 2.46805318604643e-70 1.17255600188175 0.697 0.218 3.22401787693245e-66 ""7"" ""LOC5576867"""
"293 1.60370975880253e-67 1.2593927800543 0.968 0.617 2.09492605792375e-63 ""7"" ""LOC5576734"""
"294 5.04508206899157e-67 1.28100474066822 0.514 0.129 6.59039070672368e-63 ""7"" ""LOC5572054"""
"295 6.77244401528582e-67 1.35639703524291 0.932 0.598 8.84684361716787e-63 ""7"" ""LOC5567089"""
"296 8.03206282563016e-66 1.55160360981776 0.339 0.058 1.04922836691207e-61 ""7"" ""LOC5567571"""
"297 1.18806100713648e-64 1.5890852487078 0.39 0.079 1.55196409362239e-60 ""7"" ""LOC5566091"""
"298 1.96852459934706e-64 1.10164056738648 0.992 0.754 2.57148368412707e-60 ""7"" ""LOC5570026"""
"299 2.97132158205698e-64 1.13313982595986 0.689 0.231 3.88143738264104e-60 ""7"" ""LOC5574625"""
"300 4.92903094076229e-63 1.1078330420917 0.478 0.115 6.43879311791778e-59 ""7"" ""LOC5576452"""
"301 4.36686522378066e-62 1.1549126897697 0.602 0.183 5.70443604182468e-58 ""7"" ""LOC5567757"""
"302 6.15567664610297e-61 1.04998306526555 0.514 0.133 8.0411604028043e-57 ""7"" ""LOC5574050"""
"303 5.6194945706329e-60 1.03945458144862 0.446 0.102 7.34074575761775e-56 ""7"" ""LOC5564736"""
"304 6.86232116885901e-60 1.19247345780967 0.801 0.329 8.96425014288052e-56 ""7"" ""LOC5570978"""
"305 5.96923026728148e-59 1.0480288247046 0.574 0.166 7.79760549814979e-55 ""7"" ""LOC5563780"""
"306 6.20681289430129e-56 1.27255905861173 0.434 0.107 8.10795968382578e-52 ""7"" ""LOC5575633"""
"307 7.13592136657917e-56 1.12124057594802 0.478 0.127 9.32165408116237e-52 ""7"" ""LOC5574499"""
"308 8.99308882735229e-55 1.07954834106791 0.394 0.088 1.17476719351703e-50 ""7"" ""LOC5570561"""
"309 1.02432568739793e-54 1.58644308945453 0.43 0.112 1.33807664544792e-50 ""7"" ""LOC5574324"""
"310 1.34755833686994e-53 1.02011223138335 0.438 0.108 1.7603154554532e-49 ""7"" ""LOC5569086"""
"311 2.53396259502717e-53 1.01825238110769 0.231 0.033 3.310115337884e-49 ""7"" ""LOC5564674"""
"312 4.57250828880712e-52 1.09617573274545 0.606 0.203 5.97306757766874e-48 ""7"" ""LOC5563937"""
"313 3.43776355418321e-51 1.05234094802737 0.486 0.138 4.49075053082952e-47 ""7"" ""LOC5576475"""
"314 3.46053536052444e-51 1.15886767281703 0.896 0.718 4.52049734145307e-47 ""7"" ""LOC5567584"""
"315 3.37237915230768e-50 1.03726405716059 0.916 0.543 4.40533888665953e-46 ""7"" ""LOC5567962"""
"316 4.20664121495294e-50 1.04796969551094 0.749 0.306 5.49513541909303e-46 ""7"" ""LOC5567869"""
"317 4.45864577253295e-50 1.05827584453795 0.303 0.059 5.8243289726598e-46 ""7"" ""LOC5574556"""
"318 6.44397502623954e-46 1.23786540764224 0.912 0.7 8.41776457677671e-42 ""7"" ""LOC110678585"""
"319 9.06540220703536e-46 1.62275345206049 0.43 0.126 1.18421349030503e-41 ""7"" ""LOC5580178"""
"320 1.12862658433483e-44 1.02166096972125 0.765 0.359 1.47432490711659e-40 ""7"" ""LOC5573959"""
"321 1.14293493262077e-44 1.05325366595631 0.614 0.226 1.49301590248251e-40 ""7"" ""LOC5565314"""
"322 2.798385185498e-44 1.06269167822221 0.765 0.377 3.65553056781603e-40 ""7"" ""LOC5574290"""
"323 4.33503720924457e-44 1.15985224650784 0.347 0.085 5.66285910643618e-40 ""7"" ""LOC5574304"""
"324 4.56949803324871e-43 1.21024624283567 0.283 0.059 5.96913528083279e-39 ""7"" ""LOC110678752"""
"325 8.363438160907e-43 1.02408078172682 0.426 0.124 1.09251592695928e-38 ""7"" ""LOC5579075"""
"326 1.8989308121589e-40 1.05176468602605 0.669 0.296 2.48057331992317e-36 ""7"" ""LOC5577930"""
"327 9.65400984805762e-40 1.23700995072136 0.892 0.564 1.26110330645177e-35 ""7"" ""LOC5574802"""
"328 2.1645921884379e-39 1.01725114910844 0.594 0.237 2.82760677575642e-35 ""7"" ""LOC5576869"""
"329 2.59931573335687e-37 1.02231920314355 0.685 0.323 3.39548614248408e-33 ""7"" ""LOC5573469"""
"330 8.76812484860855e-37 1.08057241431496 0.442 0.151 1.14538014897373e-32 ""7"" ""LOC5565978"""
"331 1.30947046396413e-35 1.08553222042015 0.781 0.451 1.71056126707634e-31 ""7"" ""LOC5570598"""
"332 6.34263799459482e-34 1.5037593223905 0.422 0.148 8.28538801233921e-30 ""7"" ""LOC5575560"""
"333 4.53847868397918e-31 1.3083657679374 0.39 0.139 5.928614704882e-27 ""7"" ""LOC5575189"""
"334 6.87388637601485e-29 1.1249090401341 0.478 0.196 8.97935777298819e-25 ""7"" ""LOC5569070"""
"335 0 3.35235395697636 0.795 0.056 0 ""8"" ""LOC5573875"""
"336 0 2.70797209392739 0.713 0.036 0 ""8"" ""Or94"""
"337 0 1.81776611345428 0.541 0.02 0 ""8"" ""Or100"""
"338 1.04838952767271e-245 1.94472194974962 0.5 0.027 1.36951123999886e-241 ""8"" ""LOC5566135"""
"339 1.63394008278265e-217 1.62526462479876 0.508 0.034 2.13441593013898e-213 ""8"" ""Or97"""
"340 1.17114083230849e-122 2.20540105101391 0.869 0.287 1.52986126924458e-118 ""8"" ""LOC5575779"""
"341 7.91691929028218e-97 1.74866277866534 0.971 0.511 1.03418716688956e-92 ""8"" ""LOC110674827"""
"342 1.93229019707999e-92 1.35045239193472 0.152 0.005 2.52415068444559e-88 ""8"" ""Or110"""
"343 1.14525939274715e-90 1.12144458100068 0.27 0.024 1.4960523447456e-86 ""8"" ""LOC110678703"""
"344 9.01900238713219e-88 1.88869996996935 0.738 0.232 1.17815228183108e-83 ""8"" ""LOC5575988"""
"345 1.27661858883272e-84 1.27381369054576 1 0.88 1.66764686259218e-80 ""8"" ""LOC5578520"""
"346 2.55751801792457e-76 2.05760932694279 0.418 0.079 3.34088578681486e-72 ""8"" ""LOC5568427"""
"347 5.44043839594111e-73 1.03784581686328 0.221 0.02 7.10684467661787e-69 ""8"" ""LOC5571409"""
"348 6.59362623639101e-73 1.37682120776796 0.902 0.388 8.61325395259758e-69 ""8"" ""LOC110679354"""
"349 2.86897731557902e-71 1.26567500648274 0.648 0.177 3.74774506734087e-67 ""8"" ""LOC5566189"""
"350 2.92939474296511e-65 1.52338131015178 0.861 0.394 3.82666835273533e-61 ""8"" ""LOC5572771"""
"351 1.2384092050159e-60 1.10444252234381 0.996 0.684 1.61773394451227e-56 ""8"" ""LOC5576247"""
"352 1.04099033725396e-53 1.05345764546206 0.221 0.029 1.35984567755485e-49 ""8"" ""Gr77"""
"353 1.34534413239455e-53 1.06135213677363 0.361 0.075 1.757423040147e-49 ""8"" ""LOC110674028"""
"354 7.52707425459352e-50 1.16785715706542 0.959 0.661 9.83261709877551e-46 ""8"" ""LOC5574265"""
"355 2.79752331110926e-47 1.23041207545372 0.635 0.244 3.65440470130202e-43 ""8"" ""LOC110676202"""
"356 4.53484613727774e-47 1.0391182742704 0.963 0.699 5.92386950912592e-43 ""8"" ""LOC5565105"""
"357 6.70964832878235e-44 1.11731057344682 0.701 0.289 8.76481361188839e-40 ""8"" ""LOC5569939"""
"358 1.06157969866646e-43 1.41443412629152 0.143 0.015 1.386741560368e-39 ""8"" ""LOC5568206"""
"359 1.55087184391103e-36 1.13900083873505 0.496 0.179 2.02590388970098e-32 ""8"" ""LOC5577895"""
"360 1.06851096206119e-35 1.13935780722477 0.496 0.182 1.39579586974053e-31 ""8"" ""LOC5572820"""
"361 1.00616633267331e-31 1.94290352206822 0.295 0.082 1.31435508037114e-27 ""8"" ""LOC23687425"""
"362 1.04010339605076e-26 1.16331783160055 0.381 0.136 1.3586870662611e-22 ""8"" ""LOC5564889"""
"363 7.34706686109303e-26 1.01397330446527 0.561 0.27 9.59747344064583e-22 ""8"" ""LOC110679692"""
"364 1.60256341088878e-24 1.0020336475824 0.508 0.228 2.09342858364402e-20 ""8"" ""LOC5567816"""
"365 8.96605200053712e-20 1.00933384455918 0.393 0.173 1.17123537283016e-15 ""8"" ""LOC5567406"""
"366 6.19904237104806e-304 2.62769852062836 0.851 0.077 8.09780904930008e-300 ""9"" ""LOC110678401"""
"367 9.14480161178447e-300 3.2058258864851 0.964 0.118 1.19458543454741e-295 ""9"" ""LOC5566583"""
"368 1.97637968463009e-235 2.58269329789311 0.752 0.079 2.58174478203229e-231 ""9"" ""LOC5563869"""
"369 7.93596740065698e-171 2.16080440724173 0.856 0.155 1.03667542154782e-166 ""9"" ""LOC5577284"""
"370 1.74106517290493e-164 2.15734706587152 0.865 0.161 2.27435343536571e-160 ""9"" ""LOC110675470"""
"371 3.77256774143615e-161 2.39746544504555 0.842 0.167 4.92810524063804e-157 ""9"" ""LOC5579438"""
"372 5.57571637915135e-157 2.00290441262467 0.847 0.165 7.2835583060854e-153 ""9"" ""LOC5576476"""
"373 5.07591777354613e-151 3.06624789115681 0.995 0.408 6.63067138758331e-147 ""9"" ""LOC5569395"""
"374 9.58525417473121e-142 1.98750835783512 0.811 0.169 1.25212175284514e-137 ""9"" ""LOC5564054"""
"375 6.87728532453228e-123 2.22531915410153 0.968 0.361 8.98379781943652e-119 ""9"" ""LOC5575537"""
"376 1.67945165791648e-121 1.67662797160898 0.676 0.122 2.1938677007363e-117 ""9"" ""LOC5574813"""
"377 2.35937839237292e-121 2.11770137509625 0.914 0.278 3.08205599395675e-117 ""9"" ""LOC5570371"""
"378 2.27814517844997e-113 1.64541987696288 0.653 0.119 2.97594104660919e-109 ""9"" ""LOC5567979"""
"379 3.66893766816862e-113 2.02528651078659 0.788 0.194 4.79273327592867e-109 ""9"" ""LOC5578326"""
"380 6.59501916236039e-102 1.62989205832926 0.707 0.159 8.61507353179138e-98 ""9"" ""LOC5578728"""
"381 1.13870859141405e-99 1.69196585757295 0.554 0.097 1.48749503296417e-95 ""9"" ""LOC5579337"""
"382 1.42585822047524e-96 1.72288636603583 0.896 0.3 1.8625985934068e-92 ""9"" ""LOC23687720"""
"383 1.12742377823048e-91 1.55650369118105 0.811 0.238 1.47275368150247e-87 ""9"" ""LOC5565700"""
"384 8.74717423110991e-90 1.89307222448542 0.68 0.171 1.14264336980989e-85 ""9"" ""LOC5571668"""
"385 1.1034140064337e-86 1.54629403245538 0.586 0.121 1.44138971660434e-82 ""9"" ""LOC5580178"""
"386 1.32015727534432e-84 1.09272017641641 0.302 0.031 1.72452144878228e-80 ""9"" ""LOC5571683"""
"387 2.57310435200828e-84 1.4520613148884 0.568 0.119 3.36124621502842e-80 ""9"" ""LOC5577977"""
"388 1.54295049223265e-83 1.31583597645203 0.599 0.131 2.01555622800351e-79 ""9"" ""LOC5574050"""
"389 1.43775665393416e-81 1.25445654046477 0.464 0.078 1.8781415170342e-77 ""9"" ""LOC5571215"""
"390 6.19639883250962e-78 1.33157924121638 0.414 0.067 8.09435579490731e-74 ""9"" ""LOC5576206"""
"391 2.01782130656482e-76 1.73741253388024 0.671 0.189 2.63587997276563e-72 ""9"" ""LOC5564989"""
"392 2.7218402931705e-74 1.66526107212485 0.946 0.563 3.55553997496862e-70 ""9"" ""LOC5574802"""
"393 2.4695576836141e-73 1.42853632286221 0.64 0.17 3.2259832021051e-69 ""9"" ""LOC110676980"""
"394 3.68406496480912e-73 1.4955621902028 0.995 0.685 4.81249406353015e-69 ""9"" ""LOC5576247"""
"395 4.397463773978e-73 1.40800536484525 0.441 0.082 5.74440692794746e-69 ""9"" ""LOC5571233"""
"396 1.53826640308424e-68 1.43778751089151 0.36 0.057 2.00943740234895e-64 ""9"" ""LOC110678752"""
"397 8.68005303529258e-67 1.30830200694043 0.689 0.199 1.13387532800027e-62 ""9"" ""LOC110676534"""
"398 2.10630369326418e-63 1.12380412244851 0.378 0.067 2.751464514511e-59 ""9"" ""LOC5572466"""
"399 2.98719257190692e-63 1.32438346241816 0.667 0.202 3.902169656682e-59 ""9"" ""LOC5563937"""
"400 6.72113424590564e-63 1.50266583885223 0.631 0.185 8.77981766542654e-59 ""9"" ""LOC5576856"""
"401 1.18682574811653e-61 1.07440819917101 0.351 0.06 1.55035047476463e-57 ""9"" ""LOC5577233"""
"402 5.99387577502084e-61 1.21399989077353 0.572 0.151 7.82979992490972e-57 ""9"" ""LOC110678669"""
"403 2.14415054026626e-60 1.32439586077321 0.599 0.167 2.80090385074981e-56 ""9"" ""LOC5563780"""
"404 9.47114415717249e-60 1.22824907279781 0.55 0.143 1.23721556125144e-55 ""9"" ""LOC5574190"""
"405 2.53528198422316e-59 1.20261608689138 0.928 0.44 3.31183885599072e-55 ""9"" ""LOC5576139"""
"406 2.63404603302663e-59 1.42099949736542 0.59 0.167 3.44085433294269e-55 ""9"" ""LOC5571620"""
"407 5.99857672208684e-59 1.11900953429205 0.351 0.063 7.83594077206203e-55 ""9"" ""LOC5571316"""
"408 1.92728704135892e-57 1.27466149410986 0.563 0.154 2.51761506212716e-53 ""9"" ""LOC5578682"""
"409 1.99500504942423e-57 1.10410426862549 0.45 0.101 2.60607509606287e-53 ""9"" ""LOC5566872"""
"410 1.65668507844704e-55 1.23073869593119 0.928 0.624 2.16412771797537e-51 ""9"" ""LOC5568659"""
"411 1.49284497090918e-54 1.20185885304762 0.77 0.302 1.95010338549866e-50 ""9"" ""LOC5566521"""
"412 3.60019197094485e-53 1.20951995692125 0.437 0.102 4.70293077164525e-49 ""9"" ""LOC5578143"""
"413 8.25163063415772e-53 1.38504588629541 0.869 0.453 1.07791050974002e-48 ""9"" ""LOC5570169"""
"414 5.84868633393111e-50 1.24352876388874 0.779 0.321 7.64013895801421e-46 ""9"" ""LOC5565895"""
"415 2.10654060886587e-49 1.05025321337356 0.437 0.107 2.75177399736148e-45 ""9"" ""LOC5567882"""
"416 3.58054104021019e-46 1.01998226500237 0.995 0.756 4.67726076082657e-42 ""9"" ""LOC5570026"""
"417 6.00893587777472e-46 1.21013566868043 0.432 0.114 7.84947293713712e-42 ""9"" ""LOC5574324"""
"418 4.5788434930157e-45 1.12264512199089 0.914 0.63 5.98134325492641e-41 ""9"" ""LOC5579332"""
"419 1.22616433319584e-44 1.0927483381435 0.491 0.144 1.60173846845372e-40 ""9"" ""LOC5576948"""
"420 3.67429048623787e-44 1.06998256801289 0.563 0.182 4.79972566217253e-40 ""9"" ""LOC5564255"""
"421 1.14018877849076e-42 1.01354753477633 0.428 0.113 1.48942860134248e-38 ""9"" ""LOC5578856"""
"422 3.06237181765843e-42 1.21548066344255 0.36 0.086 4.00037630540721e-38 ""9"" ""LOC110677878"""
"423 2.91568979834955e-39 1.10916114228009 0.541 0.189 3.80876558358402e-35 ""9"" ""LOC5564399"""
"424 3.12536107488537e-36 1.04757265691045 0.887 0.581 4.08265917212276e-32 ""9"" ""LOC5578034"""
"425 2.69517879582422e-35 1.06723823274982 0.45 0.147 3.52071206098518e-31 ""9"" ""LOC5564323"""
"426 2.98166050362717e-35 1.01646075038625 0.667 0.283 3.89494311588817e-31 ""9"" ""LOC5568890"""
"427 1.44407524654046e-34 1.05350149307209 0.383 0.112 1.8863954945558e-30 ""9"" ""LOC5576949"""
"428 1.81412175943034e-34 1.1150358573366 0.829 0.515 2.36978725434385e-30 ""9"" ""LOC5570275"""
"429 1.23174334929304e-32 1.11295281076052 0.311 0.08 1.6090263371815e-28 ""9"" ""LOC5566981"""
"430 6.28752506509636e-32 1.01272539382847 0.712 0.371 8.21339399253538e-28 ""9"" ""LOC5579502"""
"431 4.49359655165721e-30 1.09843468257284 0.432 0.15 5.86998517542981e-26 ""9"" ""LOC5572713"""
"432 0.000958176702676291 1.09602712224403 0.428 0.358 1 ""9"" ""LOC5574548"""
"433 2.8633198440992e-265 4.29360695410404 0.977 0.154 3.74035471234679e-261 ""10"" ""Or84"""
"434 1.72361710895403e-168 1.35934463445337 0.341 0.016 2.25156102942665e-164 ""10"" ""LOC110677160"""
"435 4.38236637484738e-116 1.92511920318969 0.654 0.12 5.72468519546313e-112 ""10"" ""Or87"""
"436 1.96406449613901e-110 1.90087583064573 0.935 0.296 2.56565745130639e-106 ""10"" ""LOC5568887"""
"437 3.79151753483338e-109 1.76832689654049 0.765 0.175 4.95285935575285e-105 ""10"" ""LOC5566189"""
"438 8.73435442373714e-102 1.73328403305264 0.76 0.185 1.14096871837278e-97 ""10"" ""LOC110679302"""
"439 3.86482760956951e-95 1.83903105791685 0.848 0.273 5.04862430638065e-91 ""10"" ""LOC5579122"""
"440 1.75473617932001e-80 1.6131892003858 0.972 0.516 2.29221187104573e-76 ""10"" ""LOC5570947"""
"441 8.38527252410507e-77 1.22031564274028 1 0.959 1.09536814982384e-72 ""10"" ""LOC5569019"""
"442 1.02991465996561e-72 1.49948487294062 0.641 0.174 1.34537752031307e-68 ""10"" ""LOC5568127"""
"443 2.65166211634888e-59 1.32671574155717 0.959 0.54 3.46386622258655e-55 ""10"" ""LOC5564337"""
"444 2.57800637994543e-58 1.42479639068332 0.714 0.249 3.36764973412272e-54 ""10"" ""LOC110676317"""
"445 2.63542630252753e-54 1.07969083804258 0.991 0.785 3.44265737899171e-50 ""10"" ""LOC5571970"""
"446 1.95116601557178e-52 1.10102558776616 0.991 0.793 2.54880816614141e-48 ""10"" ""LOC5575443"""
"447 6.15585957175972e-46 1.21161939445836 0.659 0.243 8.04139935858972e-42 ""10"" ""LOC5566344"""
"448 2.21156433666536e-43 1.01906205267298 0.899 0.49 2.88896649298596e-39 ""10"" ""LOC5564094"""
"449 1.48527900896061e-42 1.11788227958531 0.355 0.082 1.94021996940525e-38 ""10"" ""LOC5575639"""
"450 5.65853661064729e-34 1.02454757329928 0.751 0.393 7.39174637448855e-30 ""10"" ""LOC5576492"""
"451 1.29873875887095e-33 1.06246892013851 0.604 0.252 1.69654244071312e-29 ""10"" ""LOC5573666"""
"452 3.34054998164496e-11 1.53493339249924 0.161 0.056 4.36376044102281e-07 ""10"" ""LOC5579245"""
"453 1.50567885038428e-183 2.1232990910281 0.51 0.037 1.96686828225698e-179 ""11"" ""LOC5578527"""
"454 7.02475709300161e-160 3.39411925712892 0.5 0.044 9.176440190588e-156 ""11"" ""Ir41c"""
"455 2.66675627619831e-145 2.71365280550767 0.969 0.268 3.48358372359785e-141 ""11"" ""Ir76b"""
"456 1.41349385979523e-112 3.67783849361138 0.345 0.028 1.84644702905051e-108 ""11"" ""Ir41f"""
"457 3.26042981255367e-87 1.52028177945481 0.423 0.057 4.25909946413886e-83 ""11"" ""LOC5576917"""
"458 4.66296087406649e-83 2.23656384358681 0.938 0.495 6.09122578979306e-79 ""11"" ""Ir25a"""
"459 3.05090546965059e-74 1.53012103567489 1 0.859 3.98539781500456e-70 ""11"" ""LOC5567708"""
"460 1.04363672919997e-71 1.80331266437307 0.912 0.424 1.36330265935392e-67 ""11"" ""LOC5577136"""
"461 4.42740890855973e-71 1.59313116401775 0.985 0.843 5.78352425725157e-67 ""11"" ""LOC5565213"""
"462 2.05636946790059e-69 2.65413053482438 0.567 0.14 2.68623543591854e-65 ""11"" ""LOC5568992"""
"463 1.90428270467681e-65 2.75798564600317 0.644 0.218 2.48756449711931e-61 ""11"" ""LOC5569532"""
"464 9.38028548717768e-62 1.57134036355785 0.861 0.371 1.22534669319002e-57 ""11"" ""LOC5577138"""
"465 3.43409988467591e-58 1.19694257446196 0.99 0.885 4.48596467935214e-54 ""11"" ""LOC5563832"""
"466 6.9973008519472e-58 1.48619840696471 0.948 0.67 9.14057410289863e-54 ""11"" ""LOC5577062"""
"467 1.64819269786859e-56 1.49182552931712 0.572 0.164 2.15303412122573e-52 ""11"" ""LOC5575522"""
"468 9.33861615043432e-55 1.36080340115076 0.5 0.126 1.21990342773123e-50 ""11"" ""LOC5564863"""
"469 6.98742108712509e-49 3.48135080292247 0.18 0.018 9.1276681661115e-45 ""11"" ""Ir41b"""
"470 7.39453227713717e-47 1.26994982823243 0.954 0.74 9.65947751362428e-43 ""11"" ""LOC5576390"""
"471 1.08802806599902e-45 1.76982116660403 0.825 0.56 1.42129106261452e-41 ""11"" ""LOC5563881"""
"472 4.74762058463707e-38 1.34419378957173 0.691 0.337 6.20181676971141e-34 ""11"" ""LOC5565253"""
"473 1.39030125842641e-36 1.29354922925381 0.912 0.776 1.81615053388242e-32 ""11"" ""LOC5577379"""
"474 4.60241747009348e-36 1.60393778846984 0.588 0.252 6.01213794118311e-32 ""11"" ""LOC5576502"""
"475 9.93467787336594e-36 1.46734527733418 0.593 0.239 1.29776697059779e-31 ""11"" ""LOC5574025"""
"476 3.96119321584024e-34 1.17414242926333 0.876 0.636 5.1745066978521e-30 ""11"" ""LOC5564929"""
"477 9.48924605345099e-31 1.41025995654389 0.557 0.237 1.2395802119623e-26 ""11"" ""LOC5577442"""
"478 3.44956291703375e-28 1.23377323614565 0.634 0.313 4.50616403852119e-24 ""11"" ""LOC5576985"""
"479 1.02709130616404e-27 1.07112378343573 0.907 0.783 1.34168937324209e-23 ""11"" ""LOC5575250"""
"480 1.13110456076206e-26 1.40673359652308 0.521 0.231 1.47756188772347e-22 ""11"" ""LOC5578647"""
"481 1.15982894545181e-24 1.30167296769757 0.912 0.763 1.51508455144369e-20 ""11"" ""LOC5578544"""
"482 8.70981099366472e-24 1.49369983694777 0.66 0.412 1.13776261010242e-19 ""11"" ""LOC5577413"""
"483 1.917102710282e-23 1.25023251480842 0.469 0.201 2.50431127044138e-19 ""11"" ""LOC5575378"""
"484 7.56903930971929e-23 1.16126068221372 0.655 0.397 9.88743605028631e-19 ""11"" ""LOC5573102"""
"485 3.77663043527723e-22 1.68214591720317 0.459 0.213 4.93341233760265e-18 ""11"" ""LOC5570655"""
"486 2.90192788671736e-21 1.16164139741982 0.562 0.299 3.79078839841889e-17 ""11"" ""LOC5575982"""
"487 7.77691988405766e-19 1.22497253479799 0.881 0.738 1.01589904445445e-14 ""11"" ""LOC5572373"""
"488 4.41317016362735e-13 1.32635438836005 0.443 0.25 5.7649241847464e-09 ""11"" ""LOC5574043"""
"489 4.98855053909798e-10 1.23338206472457 0.32 0.168 6.51654356922369e-06 ""11"" ""LOC5568978"""
"490 1.55890431139528e-09 1.07755186108175 0.624 0.554 2.03639670197566e-05 ""11"" ""LOC5573206"""
"491 0 3.19972401431539 0.83 0.02 0 ""12"" ""Or63"""
"492 0 2.72311507440229 0.719 0.016 0 ""12"" ""Or64"""
