;p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene;;
1478;2.41558703288788e-273;1.7821957124178;0.997;0.745;2.96609931768303e-269;7;LOC105276277;;
1479;4.24177712393084e-273;1.38177979017287;1;0.886;5.20847813047467e-269;7;LOC105280134;;
1480;1.32687716428832e-271;1.36391982521059;0.809;0.232;1.62927247002963e-267;7;LOC105279967;;
1481;2.50212125652753e-270;1.61480792292185;0.998;0.635;3.07235469089016e-266;7;LOC105278508;;
1482;1.19625141607501e-269;1.23584216956739;0.767;0.211;1.46887711379851e-265;7;LOC105281242;;
1483;0;3.46927922098;0.817;0.05;0;8;Or5-9E216;;
1484;0;3.15782907007139;0.868;0.101;0;8;Or5-9E217;;
1485;0;2.92336313518919;0.908;0.058;0;8;Or5-9E218;;
1486;0;2.11917482733394;0.568;0.021;0;8;Or5-9E212;;
1487;0;2.11199407630903;0.629;0.038;0;8;Or5-9E213;;
1488;0;1.90874325504127;0.639;0.017;0;8;Or5-9E214;;
1489;0;1.89923608651325;0.823;0.019;0;8;Or5-9E219;;
1490;0;1.86680280997921;0.841;0.071;0;8;LOC105287177;;
1491;0;1.79875122720536;0.318;0.012;0;8;Or5-9E209;;
1492;0;1.79591745875722;0.76;0.026;0;8;LOC113562052;;
1493;0;1.730422129891;0.668;0.012;0;8;Or5-9E215;;
1494;0;1.72573000607407;0.293;0.013;0;8;Or5-9E206;;
1495;0;1.6965583852478;0.358;0.025;0;8;Or5-9E210;;
1496;0;1.62524542051945;0.314;0.017;0;8;Or5-9E205;;
1497;0;1.44554757707355;0.837;0.153;0;8;LOC105285854;;
1498;0;1.36207757727759;0.464;0.009;0;8;Or5-9E211;;
1499;3.56726243795924e-300;1.076835057542;0.301;0.018;4.38024154757016e-296;8;Or5-9E203;;
1500;3.63796225900366e-266;1.9210017436711;0.766;0.183;4.46705385783059e-262;8;LOC105284108;;
1501;1.35523889484867e-198;1.52496021362644;0.902;0.445;1.66409783898468e-194;8;LOC105287179;;
1502;0;3.35252870902767;0.726;0.053;0;9;LOC113561624;;
1503;0;3.0263810928877;0.663;0.025;0;9;LOC113561627;;
1504;0;2.37080698881702;0.512;0.016;0;9;LOC109610832;;
1505;0;2.3111795050222;0.683;0.042;0;9;Or5-V9;;
1506;0;2.22381295346797;0.641;0.033;0;9;Or5-V10;;
1507;0;2.12183684011789;0.81;0.019;0;9;Or5-V3;;
1508;0;2.09126861293358;0.661;0.017;0;9;LOC113561626;;
1509;0;1.98929882845986;0.482;0.018;0;9;Or5-V13;;
1510;0;1.88920731015505;0.78;0.012;0;9;Or5-V4;;
1511;0;1.68760864911815;0.536;0.013;0;9;Or5-V11;;
1512;0;1.6799080703786;0.716;0.013;0;9;Or5-V7;;
1513;0;1.54639003647834;0.593;0.024;0;9;Or5-V8;;
1514;0;1.43682490303783;0.526;0.019;0;9;Or5-V15;;
1515;0;1.29293031789143;0.528;0.025;0;9;LOC105277175;;
1516;0;1.28183040405793;0.345;0.017;0;9;Or5-V21;;
1517;0;1.21774139478209;0.7;0.006;0;9;LOC105277193;;
1518;0;1.21415522029007;0.655;0.01;0;9;Or5-V2PSE;;
1519;0;1.20248939971426;0.5;0.006;0;9;LOC109610834;;
1520;0;1.11151632183976;0.603;0.008;0;9;Or5-V5;;
1521;0;1.08968183855372;0.611;0.018;0;9;Or5-V6;;
1522;0;1.01932497683139;0.292;0.012;0;9;Or5-V22;;
1523;4.568300892409e-106;1.13079409225404;0.712;0.298;5.60941666578901e-102;9;LOC105278717;;
