;p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
603;4.5054111520622e-205;1.87654714319085;0.853;0.229;5.94849434406773e-201;13;CG43689
604;1.74823343634464e-163;1.80137664553262;0.937;0.405;2.30819260600583e-159;13;Ggamma30A
605;2.46380570294879e-156;1.52635808856176;0.396;0.061;3.25296266960328e-152;13;SmydA-4
606;4.43382645125529e-154;1.05359585516844;1;0.979;5.85398106359235e-150;13;SK
607;1.77044715036125e-151;1.71176365651228;0.986;0.646;2.33752137262196e-147;13;rdgA
608;1.54459218602472e-147;1.61447009449952;0.86;0.288;2.03932506320844e-143;13;dpr10
609;7.35789453733182e-143;1.6058850640593;0.449;0.085;9.7146281576392e-139;13;CG5953
610;4.87609547077036e-140;1.82802563676248;0.862;0.359;6.43790885005811e-136;13;Mmp2
611;1.57230996899299e-138;1.49919897196712;0.365;0.059;2.07592085206144e-134;13;CG42673
612;8.96058895588227e-138;1.31124179019601;0.995;0.598;1.18306655984514e-133;13;bru3
613;1.39080507361515e-136;1.92387687192764;0.614;0.171;1.83627993869409e-132;13;tyn
614;7.41113705703436e-133;1.36607604932864;1;0.734;9.78492425640246e-129;13;shakB
615;3.09272487689671e-132;1.71695871969889;0.645;0.185;4.08332465496673e-128;13;Octalpha2R
616;4.07480686850861e-132;1.45933369914134;0.821;0.287;5.37996750849192e-128;13;CG15765
617;7.69209427199632e-132;1.05612365357702;0.998;0.945;1.01558720673167e-127;13;sm
618;5.37369775252257e-128;1.12121249645393;0.391;0.068;7.09489314265555e-124;13;fkh
619;8.00076075970154e-127;1.21733659655748;1;0.768;1.05634044310339e-122;13;Stacl
620;2.01963543709559e-126;1.65946173000933;0.877;0.45;2.66652466759731e-122;13;sno
621;1.71810223140102e-123;1.64575808597;0.899;0.518;2.26841037611876e-119;13;Prps
622;3.6980823976779e-121;1.12911957386874;0.998;0.801;4.88257818965413e-117;13;mamo
623;2.40395516126234e-113;1.15442974321636;0.971;0.742;3.17394199941466e-109;13;flw
624;9.62593163306066e-113;1.45189821054544;0.848;0.371;1.270911753513e-108;13;axo
625;7.85792877985917e-111;1.45561116255928;0.814;0.343;1.03748233680481e-106;13;Sema2b
626;1.0356632788337e-110;1.35780818889108;0.92;0.523;1.36738622704414e-106;13;Cbp53E
627;1.1569727050582e-107;1.20528247707438;0.312;0.052;1.52755106248835e-103;13;MsR1
628;5.04697208579476e-99;1.1233584838448;0.971;0.797;6.66351724487482e-95;13;Vha44
629;6.97477591662483e-98;1.05281475932503;1;0.753;9.20879664271977e-94;13;CG42540
630;3.53652001690192e-90;1.22296747441315;0.471;0.13;4.6692673783156e-86;13;rgn
631;2.15599352716376e-87;1.27427217670585;0.855;0.455;2.84655825391432e-83;13;lncRNA:CR44320
632;9.26398665757242e-84;1.10275484541128;0.935;0.662;1.22312415839929e-79;13;Hipk
633;1.7340503356431e-82;1.79051042115376;0.333;0.078;2.28946665814958e-78;13;Crg-1
634;5.08007628947491e-81;1.29155164749626;0.585;0.212;6.70722472499372e-77;13;lncRNA:CR43836
635;2.41033598477506e-80;1.16798494728309;0.804;0.386;3.18236660069852e-76;13;CG9541
636;9.37136656963806e-79;1.23313436429478;0.763;0.353;1.23730152818931e-74;13;CG42594
637;3.37731826033734e-74;1.34168219520182;0.725;0.344;4.45907329912339e-70;13;MYPT-75D
638;3.60301088346728e-73;1.20606280355026;0.787;0.416;4.75705526944185e-69;13;CG4238
639;6.32559792345475e-73;1.20589348306767;0.833;0.489;8.3516869383373e-69;13;ths
640;2.39845611832896e-72;1.02193539101348;0.278;0.059;3.16668161302973e-68;13;cib
641;1.33976571635883e-69;1.06689992782755;0.882;0.572;1.76889267530857e-65;13;toc
642;2.28696174799275e-66;1.18276912357092;0.558;0.213;3.01947559587483e-62;13;tbc
643;1.17549498986995e-64;1.13503561290062;0.558;0.224;1.55200603512529e-60;13;Src64B
644;9.02817934831373e-63;1.11287294504488;0.486;0.174;1.19199051935786e-58;13;Gycbeta100B
645;4.23826972631174e-49;1.0029230012967;0.534;0.232;5.59578751964939e-45;13;CG42339
646;3.27963958816942e-41;1.03802004980248;0.548;0.273;4.33010814826009e-37;13;CG18265
647;0;2.49778123989239;0.63;0.021;0;14;Or67d
648;0;2.37348355493654;0.734;0.083;0;14;Dh31-R
649;0;2.03959493792754;0.506;0.043;0;14;Nlg1
650;0;1.74210045173217;0.468;0.04;0;14;Dh44-R1
651;2.19849167199533e-290;1.81906845963327;0.876;0.161;2.90266855453544e-286;14;nAChRalpha5
652;1.66903835747337e-231;1.49372405962088;0.385;0.037;2.2036313433721e-227;14;CG6123
653;2.78263270677723e-227;1.69579469290593;0.435;0.051;3.67390996275797e-223;14;CG13622
654;1.09955414028167e-210;2.27617945734381;0.995;0.542;1.45174133141389e-206;14;fru
655;1.784385043781e-195;1.82393129753886;0.985;0.399;2.35592357330406e-191;14;Snmp1
656;5.29180395633406e-194;1.49673836280845;0.473;0.068;6.98676876354786e-190;14;CG15186
657;6.39258883474638e-190;2.0727888314435;0.901;0.32;8.44013503851564e-186;14;5-HT2B
658;3.60748206421242e-145;1.01106387264085;1;0.976;4.76295856937966e-141;14;Rbp6
659;1.16608055449686e-144;1.43107024133988;0.995;0.55;1.53957615610221e-140;14;lncRNA:roX2
660;2.12440069018578e-144;1.54622268973531;0.985;0.637;2.80484623125228e-140;14;Pde9
661;5.2619577867855e-144;1.36448482315745;0.387;0.061;6.9473628658929e-140;14;Dscam3
662;2.78374031752738e-143;1.55981981179124;0.618;0.149;3.6753723412314e-139;14;CG15169
663;2.4931941710534e-139;1.26346959198581;0.433;0.076;3.2917642640418e-135;14;ETHR
664;3.42139419741846e-138;1.49067455947572;0.992;0.693;4.5172667588516e-134;14;CG17716
665;1.30631131901319e-136;1.54836008160949;0.98;0.534;1.72472283449312e-132;14;pyd
666;8.89496154510445e-136;1.50291876903874;0.959;0.53;1.17440177280014e-131;14;side-III
667;1.14076931234353e-127;1.43514565610078;0.975;0.616;1.50615772308717e-123;14;jeb
668;5.3142364021493e-112;1.02075248643566;1;0.868;7.01638632175772e-108;14;Eip93F
669;1.45017398936532e-108;1.30887548149287;0.939;0.538;1.91466471815903e-104;14;Adk1
670;5.64011116525113e-108;1.3566848667445;0.506;0.125;7.44663877148107e-104;14;SPR
671;6.36514095631519e-108;1.29111286013236;0.613;0.177;8.40389560462294e-104;14;CG11000
672;1.2216358148216e-107;1.36809146445288;0.83;0.334;1.61292576630896e-103;14;SKIP
673;1.6227754889359e-107;1.26744733354244;0.934;0.465;2.14255047804207e-103;14;sNPF
674;1.00487203210223e-102;1.31275656327323;0.765;0.291;1.32673254398458e-98;14;TrissinR
675;1.50721335083778e-102;1.2641107312661;0.59;0.169;1.98997378711113e-98;14;side
676;1.85335098564698e-101;1.27935435609283;0.881;0.401;2.44697930634971e-97;14;kek3
677;5.21106273458349e-96;1.06900672019679;0.995;0.627;6.88016612847058e-92;14;lncRNA:roX1
678;6.71812105589161e-94;1.00669278595505;0.992;0.803;8.86993523009369e-90;14;Pde6
679;8.23146143211625e-92;1.01740355717144;0.982;0.775;1.08679985288231e-87;14;smog
680;4.45089140679025e-90;1.2247628109287;0.549;0.168;5.87651192438517e-86;14;Krn
681;2.88006245595352e-88;1.14601103219201;0.871;0.431;3.80254646059543e-84;14;mspo
682;8.00003631967026e-80;1.86365609266408;0.625;0.26;1.05624479528606e-75;14;mAChR-B
683;2.98935757283265e-77;1.07539447805759;0.835;0.426;3.94684880341094e-73;14;Kank
684;6.56568976412033e-75;1.09504578108606;0.423;0.115;8.66868019556807e-71;14;Shawl
685;1.26672779526542e-71;1.04527368759661;0.233;0.042;1.67246070808893e-67;14;exp
686;1.09461506467231e-67;1.15464530470962;0.739;0.364;1.44522026988686e-63;14;Tsp42Ef
687;7.12212684595761e-65;1.00761615380879;0.787;0.381;9.40334407471783e-61;14;Su(H)
688;4.93279491193667e-63;1.13541931339133;0.448;0.151;6.51276912222999e-59;14;Cad87A
689;4.57801674872619e-53;1.06209200564818;0.228;0.052;6.04435551334319e-49;14;LpR2
690;1.25575037018324e-51;1.01751957589307;0.666;0.319;1.65796721375293e-47;14;CG13578
691;3.9394506647196e-48;1.00705448893625;0.635;0.321;5.20125671262929e-44;14;CG14367
692;4.82526844926753e-48;1.09517039303156;0.534;0.226;6.37080193356792e-44;14;Hsp26
693;0;3.95608947919165;0.668;0.028;0;15;Ir75a
694;0;2.71695806593686;0.895;0.106;0;15;CG14274
695;0;2.31130522208219;0.949;0.192;0;15;Sytbeta
696;0;2.02105503456383;0.239;0.002;0;15;Ir75b
697;0;1.88382980052712;0.244;0.002;0;15;Ir75c
698;0;1.49602577627044;0.288;0.004;0;15;Wnt10
699;7.48900574546764e-237;2.15692175243845;0.28;0.018;9.88773428574092e-233;15;Ir64a
700;2.15790804567639e-209;1.33346329386609;0.288;0.022;2.84908599270654e-205;15;Sod3
701;6.16996651723851e-188;1.83241061144278;0.766;0.19;8.14620679271001e-184;15;CG11319
702;1.86154281428271e-186;2.14758198272298;0.931;0.358;2.45779497769747e-182;15;Mmp2
703;5.89325476675316e-185;1.97285604314018;0.99;0.586;7.7808642685442e-181;15;bi
704;2.00560471169303e-181;2.02211205723761;0.969;0.473;2.64799990084831e-177;15;lncRNA:CR32773
705;6.32435289009384e-157;1.57730126418656;0.967;0.405;8.35004312079089e-153;15;Ggamma30A
706;1.54145745195753e-155;1.7786688710219;0.519;0.101;2.03518627381953e-151;15;CG4577
707;5.99758994824905e-150;1.69550060016444;0.985;0.72;7.91861800867322e-146;15;bru1
708;9.2540656633089e-150;1.68639082930175;0.982;0.616;1.22181428952667e-145;15;jeb
709;1.971597648379e-148;1.53895187449943;0.972;0.588;2.6031003751548e-144;15;Calx
710;4.22024843787168e-148;1.62625599007665;0.393;0.061;5.57199401252198e-144;15;DIP-kappa
711;1.01292641725788e-144;1.41723308269188;0.56;0.119;1.33736674870559e-140;15;CG14837
712;6.13745432725579e-137;1.05372616489723;0.347;0.048;8.10328094827582e-133;15;Ir8a
713;2.36937718959243e-125;1.45842687464612;0.722;0.227;3.12828870341889e-121;15;Fili
714;3.82630429314027e-125;1.46056753762886;0.987;0.734;5.0518695582331e-121;15;shakB
715;1.10089441518198e-118;1.44801115212045;0.897;0.395;1.45351089636477e-114;15;Bx
716;3.1565574173268e-118;1.54184311890169;0.969;0.704;4.16760275809657e-114;15;CG14692
717;4.98972101021725e-114;1.4780280965171;0.725;0.248;6.58792864978984e-110;15;CG31323
718;6.17505404142314e-111;1.47034740899591;0.884;0.432;8.15292385089097e-107;15;Eaat2
719;6.11814121641605e-106;1.39216713642627;0.614;0.188;8.07778184803411e-102;15;Ac13E
720;1.58202155421877e-104;1.22498170391428;0.979;0.641;2.08874305803504e-100;15;SLO2
721;4.0514003935753e-102;1.40645012044689;0.913;0.557;5.34906393963747e-98;15;rdgB
722;5.2071725868074e-92;1.27674652160887;0.596;0.191;6.8750299663618e-88;15;GlyT
723;8.79464048099974e-74;1.0777768322307;0.589;0.204;1.1611563827064e-69;15;Tsp47F
724;1.11726595772363e-64;1.03381472752383;0.889;0.586;1.47512624398251e-60;15;Dg
725;2.91512476400513e-63;1.02382840122029;0.802;0.403;3.84883922591597e-59;15;kek3
726;7.80927837805105e-53;1.02525907649397;0.512;0.2;1.03105902425408e-48;15;sr
727;5.47403378512037e-44;1.03135237720223;0.823;0.522;7.22736680649442e-40;15;prage
728;0;3.76259270327957;0.958;0.041;0;16;Or47b
729;0;2.35395210799923;0.664;0.047;0;16;BomT3
730;3.8675924899801e-174;1.32630552182349;0.333;0.036;5.10638236452073e-170;16;hec
731;1.06548368697811e-165;1.68733097687564;0.971;0.4;1.4067581119172e-161;16;Snmp1
732;9.63163029005731e-162;1.73106069783428;0.952;0.406;1.27166414719627e-157;16;Ggamma30A
733;2.91250503083466e-134;1.31012780002113;0.997;0.803;3.845380392211e-130;16;Pde6
734;4.47070862771772e-134;1.78070446776937;0.968;0.544;5.9026766011757e-130;16;fru
735;7.90383696167568e-129;1.48410180972876;0.981;0.744;1.04354359405004e-124;16;rut
736;4.54323090528291e-125;1.53775275658502;0.862;0.353;5.99842776424502e-121;16;Baldspot
737;1.56728396572162e-121;1.48108435121305;0.704;0.214;2.06928501994225e-117;16;CG42700
738;6.68523915214419e-120;1.42892683455655;0.968;0.591;8.82652125257597e-116;16;CG3961
739;4.74614925799235e-118;1.1842117445215;0.997;0.868;6.2663408653273e-114;16;Eip93F
740;2.04383220389811e-117;1.52941071521634;0.616;0.173;2.69847165880668e-113;16;hoe1
741;4.39565823397912e-109;1.00325639197065;0.997;0.935;5.80358756632264e-105;16;pHCl-1
742;4.00993368751322e-105;1.48289470724462;0.804;0.335;5.2943154476237e-101;16;SKIP
743;1.37703172886282e-103;1.39590108793709;0.659;0.21;1.81809499161758e-99;16;CG2556
744;3.54398250710461e-97;1.2625713714109;0.553;0.152;4.67912010413022e-93;16;CG15169
745;2.29596136135302e-96;1.3668015165877;0.709;0.259;3.03135778539439e-92;16;CG31689
746;5.282751868284e-95;1.37367654928971;0.746;0.292;6.97481729169536e-91;16;TrissinR
747;7.9387954461246e-93;1.1603767252561;0.265;0.041;1.04815916275183e-88;16;exp
748;1.27697235844564e-88;1.14407816147072;0.976;0.641;1.68598660485578e-84;16;ATP8B
749;2.40791389439224e-88;1.04319773979984;0.262;0.042;3.17916871476607e-84;16;Lgr1
750;1.19520988713758e-87;1.11421204390474;0.989;0.571;1.57803561398774e-83;16;Sp1
751;1.96793536181037e-86;1.32168810505611;0.812;0.381;2.59826505819823e-82;16;Su(H)
752;6.16145638213059e-85;1.09623220928841;0.96;0.514;8.13497086132702e-81;16;disco-r
753;5.59499764822677e-84;1.11036162429396;0.939;0.536;7.38707539495381e-80;16;pyd
754;1.24274198338864e-75;1.1467790915886;0.849;0.457;1.64079224066802e-71;16;Jupiter
755;3.40120123999989e-74;1.07162913547878;0.378;0.093;4.49060599717186e-70;16;Dh31-R
756;1.85307606327727e-71;1.25995722622283;0.611;0.229;2.44661632634498e-67;16;OSCP1
757;5.60962352166835e-69;1.18072910477016;0.762;0.363;7.40638593565872e-65;16;Tsp42Ef
758;2.24635186766422e-68;1.1198063277034;0.548;0.188;2.96585837087707e-64;16;CG42237
759;3.16073111927971e-55;1.06916512402146;0.442;0.151;4.173113296785e-51;16;NijC
760;8.56771099400665e-55;1.0242857648453;0.513;0.191;1.1311948825387e-50;16;CG33288
761;4.42995860453695e-54;1.04076214707126;0.402;0.13;5.84887434557013e-50;16;CARPB
762;2.65372477772512e-45;1.02012228150753;0.548;0.245;3.50371282403048e-41;16;CG2841
763;0;1.90769363883338;0.264;0.005;0;17;Or85a
764;9.54240670993895e-281;1.29559883917028;0.156;0.003;1.25988395791324e-276;17;lncRNA:CR45259
765;3.28960629087002e-209;2.68426367072527;0.308;0.025;4.34326718583568e-205;17;Or43b
766;1.67698267182391e-149;1.93196201393019;0.992;0.571;2.21412022160911e-145;17;Sp1
767;1.02343491064872e-118;1.32427455066924;1;0.754;1.3512411125295e-114;17;CG42540
768;2.11208601286348e-103;1.32132325721247;0.997;0.672;2.78858716278365e-99;17;GstE4
769;5.6331810770876e-95;1.34880893305965;0.953;0.642;7.43748897607876e-91;17;ATP8B
770;8.57603829750118e-88;1.62302445150326;0.506;0.147;1.13229433641908e-83;17;FMRFaR
771;4.47132210360479e-85;1.52250366595575;0.572;0.188;5.90348657338941e-81;17;CG42237
772;1.14512422135534e-80;1.32581594115447;0.892;0.526;1.51190750945545e-76;17;Orco
773;3.14780449656787e-75;1.42796014793852;0.767;0.388;4.15604627681856e-71;17;CG9541
774;2.47693138590047e-72;1.33291510294005;0.797;0.46;3.27029250880439e-68;17;CG33298
775;4.21087725873508e-71;1.08567375330685;0.944;0.716;5.55962124470792e-67;17;pdm3
776;4.74832577324158e-69;1.09022210113975;0.95;0.77;6.26921451841086e-65;17;heph
777;2.66958210052718e-58;1.28343351681755;0.278;0.065;3.52464924732604e-54;17;SmydA-4
778;8.51837361731004e-58;1.37321410568288;0.689;0.389;1.12468086869344e-53;17;sws
779;1.66788787243775e-56;1.20218536265757;0.733;0.405;2.20211235797956e-52;17;sbm
780;4.06086866515121e-56;1.10991733094511;0.789;0.503;5.36156489859914e-52;17;CG1513
781;8.89834108165994e-56;1.34468618885862;0.656;0.332;1.17484797301156e-51;17;Kua
782;5.22774872179306e-52;1.07661023310466;0.822;0.551;6.90219663738337e-48;17;CG13954
783;3.78287573188206e-47;1.36634284143743;0.511;0.226;4.99453082880388e-43;17;CG8641
784;8.25329518206149e-45;1.21170729477068;0.661;0.366;1.08968256288758e-40;17;Tsp42Ef
785;1.06044015276255e-42;1.01891693907183;0.206;0.048;1.40009913369239e-38;17;CG9555
786;8.93007397477793e-42;1.16206658048906;0.533;0.261;1.17903766688993e-37;17;Invadolysin
787;1.13077569310735e-40;1.14333787401472;0.358;0.131;1.49296314760964e-36;17;sNPF-R
788;1.32532553720254e-34;1.10730421637422;0.461;0.216;1.74982730676852e-30;17;CG2556
789;1.63805717878966e-31;1.01066910024371;0.447;0.212;2.16272689315599e-27;17;asRNA:CR44065
790;1.80352198951753e-17;1.02369483998597;0.319;0.173;2.38119008276e-13;17;Trpm
791;0;2.57519891938786;0.377;0.008;0;18;pdm2
792;0;1.78662112206443;0.377;0.009;0;18;svp
793;9.24530509216818e-227;2.75257055801504;0.215;0.009;1.22065763131896e-222;18;Ir21a
794;9.91419928456181e-220;3.10099300333199;0.892;0.249;1.3089717315407e-215;18;CG34353
795;1.11161624450476e-204;1.05173319378874;0.114;0.002;1.46766692761964e-200;18;CG10936
796;7.98368872028134e-185;1.41420767294394;0.253;0.016;1.05408642173875e-180;18;rib
797;8.32994888347904e-161;2.08389910442908;0.829;0.228;1.09980315108574e-156;18;Lim1
798;2.31478382758602e-136;1.05267877593014;0.168;0.01;3.05620908756182e-132;18;nub
799;8.23092812865112e-111;1.00168154039789;0.177;0.014;1.08672944082581e-106;18;Ir93a
800;1.27130094036288e-101;2.60156455818015;0.304;0.046;1.67849863156111e-97;18;Pdfr
801;2.0029868988345e-92;2.1307580155777;0.839;0.525;2.64454360253119e-88;18;CG32432
802;1.83445388410377e-76;1.38495508056332;0.187;0.022;2.42202946318221e-72;18;Ddc
803;3.95987629899325e-75;2.7416391491698;0.728;0.383;5.22822467756079e-71;18;Octbeta1R
804;1.17796794239839e-72;1.5714568944571;0.851;0.474;1.5552710743486e-68;18;CG32683
805;1.38534619522093e-69;1.48425237433505;0.725;0.349;1.82907258155019e-65;18;CG42788
806;5.66691462837089e-67;1.58854206410861;0.972;0.77;7.48202738383808e-63;18;Stacl
807;8.02348012969808e-64;1.77968168340337;0.396;0.108;1.05934008152404e-59;18;CG42458
808;7.65725646394979e-57;1.27001380504288;0.551;0.197;1.01098757093529e-52;18;CG11319
809;8.14734655662168e-53;1.43903370994896;0.301;0.075;1.07569416587076e-48;18;Klp54D
810;1.87612730255605e-52;1.53604168662403;0.728;0.365;2.47705087756475e-48;18;Mmp2
811;1.5746075597947e-51;1.59347675457827;0.668;0.325;2.07895436119694e-47;18;CG42541
812;2.47235049181573e-48;2.20997496179992;0.478;0.192;3.2642443543443e-44;18;Ac13E
813;3.79544582879596e-45;1.14657776435512;0.611;0.286;5.01112712775931e-41;18;olf413
814;4.33614483646614e-44;1.13898035612951;0.861;0.561;5.72501202758624e-40;18;Nlg3
815;1.34854631852542e-43;1.13468514712429;0.744;0.412;1.78048570434911e-39;18;Ggamma30A
816;2.34513481154254e-43;3.38467279184376;0.301;0.089;3.09628149167961e-39;18;Ir40a
817;1.63924366680789e-41;1.00887114039938;0.82;0.565;2.16429341328646e-37;18;ATP8A
818;3.14107496343497e-39;1.32978897287514;0.75;0.472;4.14716127422319e-35;18;sNPF
819;5.83653039512451e-39;1.12425855638962;0.291;0.086;7.70597108068289e-35;18;asRNA:CR45600
820;1.06804086684116e-38;1.38337347809532;0.206;0.047;1.41013435649038e-34;18;lncRNA:CR45332
821;3.17205089271536e-38;1.01307021853996;0.218;0.053;4.18805879365209e-34;18;CG3655
822;1.59006802802644e-37;1.75195869835016;0.797;0.594;2.0993668174033e-33;18;Calx
823;5.58134627682258e-37;1.01855833883517;0.554;0.254;7.36905148928885e-33;18;CG31323
824;1.73346361245826e-35;2.11287575675903;0.525;0.297;2.28869200752864e-31;18;fred
825;6.6508075393258e-33;1.23284634284169;0.411;0.17;8.78106119417186e-29;18;CG3857
826;2.63729043406943e-32;1.05795326877952;0.396;0.161;3.48201456010187e-28;18;inv
827;5.24117705001472e-32;1.69610935663556;0.703;0.531;6.91992605913444e-28;18;CG34384
828;5.70770042842221e-29;1.51112208331677;0.316;0.122;7.53587687564585e-25;18;CG14274
829;1.69081657064155e-28;1.25614057821383;0.513;0.278;2.23238511821803e-24;18;nolo
830;4.81646320024711e-26;1.04970546150957;0.342;0.143;6.35917636328626e-22;18;Jafrac1
831;6.5720128610661e-26;1.02402719945748;0.598;0.34;8.67702858046558e-22;18;Cngl
832;7.1882737522864e-25;1.24097059796595;0.873;0.697;9.49067783514373e-21;18;CG17716
833;3.45969568987239e-24;1.06509427881147;0.614;0.395;4.56783621933852e-20;18;DIP-eta
834;1.83956392549089e-19;1.18361951510116;0.282;0.124;2.42877625082562e-15;18;CadN2
835;2.68248217095901e-17;1.02018817162459;0.712;0.542;3.54168121031719e-13;18;pyd
836;5.5537789118659e-16;1.22607642586651;0.256;0.117;7.33265429733654e-12;18;btsz
837;6.61363865464806e-14;1.10968515975666;0.386;0.231;8.73198711573184e-10;18;CG8034
838;7.56328869567106e-13;1.03248897248953;0.782;0.664;9.9858100648945e-09;18;norpA
839;1.26925271249236e-12;1.14607796005763;0.256;0.133;1.67579435630366e-08;18;sNPF-R
840;1.10756396377177e-10;1.1833789325126;0.241;0.13;1.46231670136787e-06;18;Octbeta2R
841;2.40484545315193e-09;1.74089572945878;0.351;0.24;3.1751174517965e-05;18;sosie
842;0;4.19929950754037;0.878;0.007;0;19;Or65b
843;0;3.86088011820159;0.759;0.008;0;19;Or65a
844;0;2.64158262830376;0.502;0.003;0;19;Or65c
845;0;2.45165755386391;0.572;0.039;0;19;lncRNA:CR45332
846;0;1.68290532308268;0.232;0.004;0;19;CG13250
847;6.05949765712505e-192;2.30929065789527;0.576;0.09;8.00035475670221e-188;19;Dh31-R
848;1.92610146025314e-161;1.6760282562634;0.273;0.022;2.54303175797223e-157;19;Lrp4
849;1.10827578417519e-157;2.05116241291458;1;0.77;1.4632565178465e-153;19;heph
850;1.10370715643948e-153;2.14237951306544;0.949;0.403;1.45722455864704e-149;19;Snmp1
851;3.14771177155069e-142;1.68405696186871;0.328;0.037;4.15592385197837e-138;19;hec
852;6.37681936185258e-136;1.55955694819104;0.26;0.024;8.41931460345396e-132;19;lncRNA:CR45333
853;7.72097794784465e-134;2.01244567753058;0.357;0.048;1.01940071845393e-129;19;RhoGAP15B
854;4.79343213086751e-125;1.5608673342685;1;0.826;6.32876844238438e-121;19;Frq1
855;2.2523375195399e-115;2.07107360138659;0.698;0.217;2.97376122704853e-111;19;CG5890
856;1.15524869525762e-112;1.65800257870787;0.418;0.073;1.52527485234863e-108;19;CG8654
857;1.42498355635737e-111;1.88656991133912;0.839;0.337;1.88140578945863e-107;19;SKIP
858;1.25465943206406e-98;1.24163351320969;0.994;0.868;1.65652684815417e-94;19;Eip93F
859;2.16886563078269e-97;1.70067476762028;0.945;0.601;2.86355329232239e-93;19;CG44422
860;5.41409169922099e-94;1.67010195657832;0.9;0.469;7.14822527048147e-90;19;sNPF
861;1.02474145434286e-92;1.2317954813826;1;0.914;1.35296614216888e-88;19;Hk
862;1.74925802565124e-92;1.62929672557928;0.894;0.455;2.30954537126733e-88;19;CG33178
863;1.5702890099357e-80;1.70084237237589;0.46;0.121;2.0732525798181e-76;19;CadN2
864;4.08662978906563e-80;1.3660480025152;0.251;0.037;5.39557731050335e-76;19;Dop2R
865;2.34732948642026e-64;1.34229124697474;0.871;0.527;3.09917912092066e-60;19;Orco
866;8.8753473212586e-64;1.52816361435005;0.505;0.165;1.17181210682577e-59;19;CG4168
867;2.94545399284879e-59;1.49146802028604;0.566;0.219;3.88888290675826e-55;19;CG42700
868;7.92094782963217e-58;1.24431142831696;0.225;0.04;1.04580274194633e-53;19;CG30158
869;1.61940065827925e-57;1.35807069185059;0.672;0.306;2.13809468912609e-53;19;Nep1
870;4.84629097697781e-56;1.05251634901941;0.929;0.674;6.3985579769038e-52;19;CG43658
871;1.14899478706612e-54;1.42446839143285;0.669;0.327;1.5170178173634e-50;19;asRNA:CR44960
872;6.3455616991311e-53;1.58575531391331;0.312;0.082;8.37804511136279e-49;19;CG42747
873;7.67784032775603e-50;1.31277552410098;0.666;0.324;1.01370525847363e-45;19;rad
874;2.03473611443513e-48;1.12466301601785;0.797;0.475;2.6864620918887e-44;19;CG32683
875;4.25440968684799e-47;1.2888938915349;0.624;0.283;5.6170971095454e-43;19;unc-13-4A
876;1.08628234237872e-45;1.22745783226841;0.251;0.058;1.43421857664263e-41;19;BomT3
877;2.04914500495587e-45;1.33534236173708;0.341;0.102;2.70548615004323e-41;19;fa2h
878;8.31340923677259e-45;1.14610557487767;0.235;0.053;1.09761942153108e-40;19;slp2
879;1.32380659388456e-44;1.0321564844401;0.846;0.587;1.74782184590578e-40;19;igl
880;1.57198437269746e-42;1.00419120660148;0.891;0.665;2.07549096727246e-38;19;CG43902
881;1.79867994238192e-42;1.21658540752873;0.434;0.159;2.37479712792685e-38;19;CG43737
882;3.54040234570437e-42;1.33582627692435;0.601;0.314;4.67439321703348e-38;19;CG1358
883;4.24924498978839e-42;1.22253364021603;0.637;0.334;5.61027816001761e-38;19;Kua
884;4.20188858302227e-39;1.29867736601189;0.621;0.344;5.54775349616431e-35;19;CG34309
885;8.78785488151556e-36;1.16418267224537;0.659;0.396;1.1602604800065e-31;19;RSG7
886;1.36822920285938e-35;1.16164113186481;0.633;0.36;1.80647301653524e-31;19;Baldspot
887;1.42598647620695e-35;1.27694684507949;0.418;0.171;1.88272994453604e-31;19;Dop1R1
888;2.06633949323497e-34;1.26556838921426;0.495;0.233;2.72818803291813e-30;19;CG34347
889;8.72658337425155e-34;1.08548602738069;0.675;0.431;1.15217080290243e-29;19;CG4297
890;1.35996523679447e-33;1.18535587948574;0.479;0.22;1.79556210213974e-29;19;CG5079
891;3.01673251092561e-33;1.14015867667823;0.473;0.217;3.98299193417508e-29;19;Drl-2
892;4.1255839295676e-33;1.26705467498697;0.424;0.18;5.44700846220811e-29;19;CG33177
893;1.2376065402496e-32;1.04399148471631;0.183;0.043;1.63401191509155e-28;19;slp1
894;3.63387251072542e-32;1.17918462310196;0.547;0.29;4.79780187591077e-28;19;Con
895;4.53671596976331e-32;1.08586925210299;0.614;0.355;5.9898260948785e-28;19;Pde11
896;2.98884295344658e-29;1.15959567528923;0.54;0.298;3.94616935143552e-25;19;TrissinR
897;9.36804135201922e-28;1.06063187311528;0.656;0.432;1.2368624997071e-23;19;Kank
898;1.23769684012615e-27;1.14236019014051;0.36;0.15;1.63413113801856e-23;19;eyg
899;1.41150317747169e-27;1.06880058062735;0.54;0.306;1.86360764521587e-23;19;fz
900;4.96008564575802e-26;1.05473052965743;0.248;0.084;6.54880107809432e-22;19;Hydr2
901;4.90912856238508e-25;1.01552887485406;0.486;0.265;6.48152244091702e-21;19;CG31689
902;2.46289992232035e-23;1.1063458737999;0.379;0.179;3.25176676743955e-19;19;hoe1
903;2.81506279752251e-22;1.01391634713589;0.444;0.234;3.71672741156898e-18;19;OSCP1
904;1.05432182767738e-20;1.03860967879438;0.424;0.231;1.39202110908244e-16;19;ADPS
905;2.10568137070056e-20;1.0885225160591;0.325;0.155;2.78013111373595e-16;19;Cad87A
