;p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
1208;5.23560258389151e-90;1.59815559533131;0.777;0.21;6.91256609151196e-86;25;CG4341
1209;5.35495770033167e-90;1.11367528276242;1;0.944;7.0701506517479e-86;25;Ih
1210;6.4586575204538e-90;1.38882063750637;0.655;0.145;8.52736552425515e-86;25;beat-IV
1211;1.93306907700874e-89;1.1943143042081;0.723;0.164;2.55223110237464e-85;25;Dscam4
1212;2.38709826823092e-89;1.54665444576204;1;0.987;3.15168584354528e-85;25;lncRNA:Hsromega
1213;1.20564921160352e-88;1.05969732583641;0.335;0.042;1.59181865408013e-84;25;Proc
1214;2.81439769167453e-87;1.14348602991404;0.481;0.081;3.71584927231788e-83;25;CG17278
1215;6.61983261383462e-83;1.08235050104015;1;0.974;8.74016500004585e-79;25;cpx
1216;3.68906353837959e-82;1.32059425864148;0.655;0.154;4.87067058972258e-78;25;CG30089
1217;1.02870757413558e-79;1.06774039996655;0.481;0.087;1.3582026101312e-75;25;CG12672
1218;1.61203101039251e-79;1.21475216850179;0.835;0.232;2.12836454302122e-75;25;Lim1
1219;3.92125032102101e-79;1.38785276505745;0.83;0.258;5.17722679884403e-75;25;CG14995
1220;1.80730685575492e-78;1.11906092343354;0.417;0.07;2.38618724165323e-74;25;Pvf3
1221;7.00713209482852e-78;1.26611609429786;0.995;0.967;9.2515165048021e-74;25;Rdl
1222;8.10284909919379e-73;1.4293433812806;0.951;0.504;1.06981916656656e-68;25;CG42524
1223;1.11350469561462e-71;1.37512689169008;0.893;0.308;1.47016024961998e-67;25;CG13133
1224;2.73125881497806e-68;1.01068606187188;0.354;0.057;3.60608101341553e-64;25;CG13622
1225;2.11605138126624e-66;1.00397867553516;0.466;0.095;2.79382263868582e-62;25;CG45122
1226;4.01389013403109e-66;1.34474636800173;0.917;0.404;5.29953914396124e-62;25;Mical
1227;2.82543995652204e-65;1.18042550184644;0.995;0.737;3.73042837459605e-61;25;shakB
1228;6.78333286880043e-65;1.29792867067161;0.995;0.758;8.95603438667721e-61;25;CG17684
1229;6.17334919508403e-62;1.23572263120803;0.879;0.338;8.15067294226945e-58;25;dl
1230;3.99148326516687e-61;1.16967221976434;0.893;0.335;5.26995535499982e-57;25;CG42342
1231;1.00869320950703e-60;1.31228683522485;0.709;0.226;1.33177764451214e-56;25;CG8641
1232;4.84343230473086e-60;1.27041836473446;0.922;0.459;6.39478367193615e-56;25;Plc21C
1233;6.72550433919143e-60;1.12088652353895;0.675;0.199;8.87968337903445e-56;25;CG7378
1234;8.8047038995974e-59;1.01718729457226;0.568;0.146;1.16248505586385e-54;25;CG11357
1235;1.00658771270438e-57;1.04362128349827;0.995;0.84;1.32899775708359e-53;25;Shab
1236;5.2049453983754e-57;1.13111211048236;0.966;0.557;6.87208940947504e-53;25;Naprt
1237;5.54957025284743e-57;1.1971040397823;0.947;0.479;7.32709760483446e-53;25;pigs
1238;8.25284707934215e-57;1.09741117364284;0.908;0.365;1.08962339988554e-52;25;Mmp2
1239;6.74802153578578e-53;1.19567740579888;0.956;0.468;8.90941283369797e-49;25;l(2)41Ab
1240;1.8250175134636e-52;1.212723047276;0.893;0.42;2.40957062302599e-48;25;tau
1241;8.71709767038731e-52;1.19191223253697;0.859;0.361;1.15091840542124e-47;25;tipE
1242;9.49292056290387e-51;1.13409892894188;0.879;0.386;1.2533503019202e-46;25;VhaSFD
1243;5.07999653950418e-46;1.01942035832536;0.898;0.433;6.70711943110737e-42;25;aPKC
1244;6.15261142075705e-46;1.13416384637564;0.927;0.511;8.12329285882553e-42;25;Drak
1245;1.50737947923528e-45;1.13282018271433;0.476;0.131;1.99019312643434e-41;25;sNPF-R
1246;5.64426988547585e-45;1.03039164579634;0.82;0.36;7.45212952979377e-41;25;CG9674
1247;3.02212703073131e-44;1.04925531929526;0.515;0.153;3.99011431867455e-40;25;CG10494
1248;4.72700095737307e-40;1.05745889990313;0.937;0.587;6.24105936401966e-36;25;igl
1249;3.56898916669497e-37;1.00919806993673;0.932;0.52;4.71213639678737e-33;25;DIP-lambda
1250;0;2.69314819321266;0.624;0.038;0;26;CG6123
1251;3.27795757739413e-232;2.42670233981027;0.678;0.072;4.32788738943347e-228;26;CG8654
1252;3.68735112817877e-167;1.64210168362398;0.395;0.032;4.86840969453443e-163;26;Or67d
1253;1.05808879533995e-139;3.53756793359426;1;0.548;1.39699463648733e-135;26;fru
1254;5.17967474004969e-113;1.49167232090813;0.395;0.047;6.83872455928761e-109;26;Dh44-R1
1255;2.24550473744703e-82;1.67733911424292;0.98;0.641;2.96473990485131e-78;26;Pde9
1256;1.05227165785553e-80;1.51284848848586;0.424;0.073;1.38931426986666e-76;26;CG15186
1257;6.74509110619621e-79;1.56184134933941;0.941;0.407;8.90554378751086e-75;26;Snmp1
1258;6.55713406227874e-78;1.56033040834866;0.39;0.065;8.65738410242662e-74;26;Dscam3
1259;4.60308416619593e-76;1.87138711422926;0.834;0.342;6.07745202462848e-72;26;Sema2a
1260;3.57203148219919e-73;1.27346306229463;1;0.869;4.71615316594759e-69;26;Eip93F
1261;5.48229974129253e-68;1.45201684998628;0.995;0.697;7.23828034842853e-64;26;CG17716
1262;4.532988612438e-67;1.43279936028351;0.951;0.535;5.9849048650019e-63;26;side-III
1263;3.93627455109882e-64;1.17807754109252;0.995;0.914;5.19706328981578e-60;26;Hk
1264;4.17523645326031e-62;1.5693466419415;0.917;0.54;5.51256468923958e-58;26;pyd
1265;4.100107344631e-61;1.78700104028974;0.507;0.134;5.4133717271163e-57;26;CG31183
1266;2.66159441635584e-60;1.52278913345777;0.312;0.052;3.51410310791461e-56;26;Nlg1
1267;9.29117719473368e-57;1.49879398866911;0.888;0.477;1.22671412502069e-52;26;asRNA:CR44894
1268;9.77202849489107e-57;1.15076282066008;0.278;0.044;1.29020092218047e-52;26;Lgr1
1269;2.66041168236214e-56;1.41381651652415;0.785;0.329;3.51254154422273e-52;26;5-HT2B
1270;4.02090371305222e-55;1.38089236715261;0.42;0.095;5.30879917234285e-51;26;Dh31-R
1271;4.34981932971537e-54;1.00153854413356;1;0.827;5.7430664610232e-50;26;Frq1
1272;9.31638721921102e-53;1.23907181963326;0.966;0.665;1.23004260455243e-48;26;CG43902
1273;1.59380624566608e-52;2.05289947752496;0.654;0.264;2.10430238615292e-48;26;mAChR-B
1274;9.94840011291963e-47;1.40355906351417;0.717;0.308;1.31348726690878e-42;26;Nep1
1275;1.17610240692477e-46;1.20480586989446;0.883;0.459;1.55280800786278e-42;26;CG33178
1276;9.29059686610621e-44;1.15335819382509;0.878;0.525;1.226637504232e-39;26;prage
1277;3.45868968850188e-43;1.24779303434369;0.483;0.15;4.56650799572903e-39;26;eyg
1278;7.03199138298628e-43;1.2748467563331;0.341;0.082;9.28433822295678e-39;26;ETHR
1279;5.91288764760978e-39;1.13071291635677;0.273;0.058;7.80678556113919e-35;26;CG13622
1280;1.20334962606901e-38;1.28722907709724;0.493;0.172;1.58878251129891e-34;26;Trpm
1281;3.108236987773e-35;1.02660913589989;0.907;0.52;4.10380529495669e-31;26;disco-r
1282;3.63972690305701e-34;1.07337545563947;0.698;0.329;4.80553143010617e-30;26;asRNA:CR44960
1283;8.77995839196864e-32;1.04640529173525;0.307;0.083;1.15921790649162e-27;26;Drip
1284;1.33427858295978e-31;1.14390801305074;0.449;0.158;1.76164801308179e-27;26;CG15169
1285;5.8495766984098e-31;1.12895020913486;0.522;0.212;7.72319611491045e-27;26;Mp
1286;3.34915257849938e-30;1.16804683205279;0.488;0.184;4.42188614939273e-26;26;CG11000
1287;2.79846513949202e-29;1.08070600629841;0.727;0.387;3.69481352367131e-25;26;Su(H)
1288;3.32713867679522e-29;1.00981243060294;0.634;0.299;4.39282119497273e-25;26;TrissinR
1289;3.37980834419873e-28;1.01314361619316;0.659;0.327;4.46236095684558e-24;26;rad
1290;3.74653748800066e-24;1.02708393592971;0.502;0.232;4.94655344540728e-20;26;ADPS
1291;1.49581477560465e-23;1.03521569743023;0.459;0.195;1.97492424823081e-19;26;CG33288
1292;2.65828668144565e-22;1.15847734064273;0.356;0.137;3.50973590551269e-18;26;sdt
1293;0;3.07970641477147;0.605;0.033;0;27;salr
1294;1.92215363148985e-265;1.07121589985746;0.102;0;2.53781943965604e-261;27;lncRNA:CR44615
1295;1.07292451820942e-243;3.34937022604109;0.571;0.05;1.41658224139189e-239;27;foxo
1296;1.77311828490739e-160;2.51754122255847;0.38;0.031;2.34104807156323e-156;27;Rh50
1297;1.0176094795866e-144;2.69411392434375;0.498;0.063;1.34354979589819e-140;27;DIP-kappa
1298;1.84920706395978e-130;2.83399290298144;0.439;0.054;2.44150808654609e-126;27;MsR1
1299;3.00233303759254e-121;3.06530733217083;0.756;0.193;3.96398030953343e-117;27;5-HT1A
1300;3.07444404098989e-108;2.57745510548554;0.473;0.076;4.05918846731896e-104;27;salm
1301;1.3241379859676e-107;2.02633181292223;0.259;0.022;1.74825938287302e-103;27;Ir56a
1302;1.12846820017522e-86;2.34938724398924;0.888;0.471;1.48991656469135e-82;27;trv
1303;1.48661133811633e-84;2.58846164478153;0.639;0.193;1.962772949715e-80;27;Rsph3
1304;1.10547952536441e-81;1.67476571006979;0.185;0.015;1.45956461733862e-77;27;robo2
1305;5.35759747080664e-76;1.8494052746784;0.956;0.861;7.07363594070601e-72;27;CG42238
1306;4.5368904446648e-74;2.16810259858039;0.785;0.354;5.99005645409093e-70;27;CG34354
1307;1.67115238370784e-72;2.09656389915063;0.834;0.435;2.20642249220946e-68;27;CG15628
1308;7.65189888822652e-62;1.46009788774315;0.99;0.804;1.01028021021255e-57;27;mamo
1309;4.54938191852041e-57;1.78378398018612;0.844;0.531;6.0065489470225e-53;27;CG34384
1310;8.83304279612638e-55;2.11701158229472;0.741;0.412;1.16622664037257e-50;27;CG32982
1311;2.06099133469888e-54;1.1483230237559;0.117;0.009;2.72112685920293e-50;27;CARPA
1312;1.92388847303282e-52;1.36052367996341;0.937;0.592;2.54010995094523e-48;27;bi
1313;7.56229057953705e-52;1.98291143523753;0.717;0.408;9.98449225216276e-48;27;Fur1
1314;1.45179422216038e-51;1.53638616997768;0.834;0.475;1.91680391151835e-47;27;Ca-alpha1T
1315;2.71922807251316e-49;1.37820347282858;0.956;0.829;3.59019682413913e-45;27;Pde1c
1316;9.28069962137176e-49;1.35168827384152;0.166;0.019;1.22533077100971e-44;27;rib
1317;2.55069977618719e-47;1.45071604835584;0.2;0.029;3.36768891449995e-43;27;side-VIII
1318;9.27112255286266e-46;1.34791189461676;0.127;0.012;1.22406631065446e-41;27;CG13408
1319;2.18795447005507e-40;1.78142817342141;0.654;0.352;2.88875628681371e-36;27;Sema2b
1320;2.87513514341032e-40;1.14899483906487;0.898;0.605;3.79604092984464e-36;27;bru3
1321;8.05527702097497e-39;1.85810548092799;0.546;0.236;1.06353822507932e-34;27;Fili
1322;5.68937798990224e-38;1.68736103802425;0.2;0.034;7.51168576006793e-34;27;Or35a
1323;7.5619452098907e-35;1.14945585957456;0.127;0.016;9.9840362606187e-31;27;Gfat2
1324;2.87292214517077e-33;1.2463916715097;0.849;0.778;3.79311910826897e-29;27;B4
1325;1.65220786722037e-32;1.92584284414108;0.356;0.116;2.18141004709105e-28;27;btsz
1326;2.48035460114023e-32;1.87124776963667;0.312;0.092;3.27481217988545e-28;27;CG5953
1327;4.83695293393222e-28;1.11102184577715;0.741;0.482;6.38622895867071e-24;27;lncRNA:CR32773
1328;2.5721682240065e-25;1.28744659957163;0.634;0.399;3.39603370615579e-21;27;Ac76E
1329;1.49832577181857e-24;1.48677906482221;0.161;0.033;1.97823951653206e-20;27;CG43740
1330;8.14825937552822e-24;1.31580301739207;0.146;0.029;1.07581468535099e-19;27;TBC1D23
1331;4.8777143002469e-23;1.21180794249778;0.312;0.104;6.44004619061598e-19;27;beat-Ib
1332;5.59424910593735e-22;1.38197099282735;0.595;0.424;7.38608709456909e-18;27;CG4238
1333;5.6910293815513e-20;1.22344769172845;0.693;0.564;7.51386609246218e-16;27;CG43759
1334;8.3880454737825e-20;1.37507446486461;0.59;0.451;1.1074736439035e-15;27;CG11873
1335;1.27524714010411e-18;1.00275143856501;0.741;0.693;1.68370879907945e-14;27;Nrg
1336;4.4907898329636e-18;1.47509465909494;0.541;0.362;5.92918981646183e-14;27;CG42594
1337;2.25696093121379e-14;1.36394012454008;0.429;0.263;2.97986551748157e-10;27;CG14082
1338;3.48100747421398e-14;1.07562449801058;0.566;0.411;4.59597416820472e-10;27;kek3
1339;1.43737788182007e-13;1.62019483660277;0.371;0.217;1.89777001736704e-09;27;dpr4
1340;6.74767584741172e-12;1.11830227649573;0.493;0.371;8.9089564213377e-08;27;rdgC
1341;1.40440445794264e-11;1.00047315797681;0.483;0.33;1.85423520582166e-07;27;CG42541
1342;1.21688813564295e-09;1.24644246379391;0.449;0.309;1.60665740548938e-05;27;CG43373
1343;1.39441750063933e-09;1.4894194308986;0.259;0.133;1.84104942609411e-05;27;SPR
1344;2.53586357669933e-07;1.0586822543457;0.444;0.361;0.00334810068031612;27;OtopLa
1345;3.49702940478466e-07;1.11205955535046;0.141;0.061;0.00461712792313718;27;CG14693
1346;9.91827996857773e-07;1.22021145539172;0.346;0.264;0.0130951050425132;27;cmpy
1347;1.67109264965086e-06;1.09181891209638;0.146;0.068;0.0220634362533403;27;Raf
1348;2.82579969348446e-06;1.09271203623684;0.356;0.282;0.0373090333530754;27;CG12065
1349;1.0926435791783e-05;1.00173317705735;0.298;0.217;0.144261731758911;27;emc
1350;1.50860604408709e-05;1.13374570116277;0.215;0.131;0.199181256000819;27;CG31690
1351;0.000509208313124822;1.06828571305093;0.273;0.216;1;27;HmgD
1352;0.00064410161839473;1.01001791137033;0.185;0.121;1;27;TkR86C
1353;0.00106714514638112;1.00509796911696;0.322;0.288;1;27;Alh
1354;0;4.89714262247059;0.941;0.011;0;28;Or56a
1355;0;1.53593721023147;0.195;0.002;0;28;Or33a
1356;1.26150163008179e-86;1.15885530038833;0.189;0.013;1.66556060219699e-82;28;nerfin-2
1357;4.5400951988273e-69;1.63667436623416;0.908;0.408;5.99428769101168e-65;28;Snmp1
1358;6.86219680041932e-48;1.92909325089614;0.676;0.265;9.06015843559362e-44;28;mAChR-B
1359;9.64859186400062e-45;1.78330725021498;0.492;0.152;1.273903583804e-40;28;FMRFaR
1360;3.59854252509372e-44;1.13234173502979;0.989;0.676;4.75115569588124e-40;28;GstE4
1361;6.29530867686889e-44;1.29132899360483;0.924;0.53;8.31169604606999e-40;28;Orco
1362;4.05668003453862e-42;1.27457299286798;0.876;0.553;5.35603464960135e-38;28;CG13954
1363;1.66622291883508e-39;1.01604039525298;0.984;0.828;2.19991411973796e-35;28;Frq1
1364;5.53467009371785e-39;1.57986808479408;0.486;0.162;7.30742492473567e-35;28;inv
1365;3.23369027288367e-38;1.56896687156473;0.551;0.205;4.2694412672883e-34;28;beat-Ia
1366;5.7582244145271e-35;1.22821496800597;0.843;0.545;7.60258369450013e-31;28;Adk1
1367;6.6091918194236e-32;1.50140954449132;0.649;0.331;8.72611595918498e-28;28;5-HT2B
1368;9.2972082093388e-32;1.41969031926667;0.541;0.223;1.227510399879e-27;28;CG5890
1369;1.70047247926217e-30;1.24040420132249;0.73;0.403;2.24513381436984e-26;28;Bx
1370;9.56094692115527e-30;1.05185885884545;0.843;0.602;1.26233182200013e-25;28;dpr1
1371;7.58075213941076e-29;1.38174491868717;0.232;0.052;1.0008867049664e-24;28;RhoGAP15B
1372;2.24158182806213e-27;1.27993684228728;0.632;0.327;2.95956048759043e-23;28;rad
1373;8.42091251123255e-27;1.18665458598896;0.67;0.37;1.11181307885803e-22;28;side-II
1374;1.54384902293968e-25;1.0631881325813;0.757;0.461;2.03834386498726e-21;28;CG33178
1375;9.0807805707415e-23;1.2508388814642;0.503;0.243;1.198935458755e-18;28;CG42340
1376;1.83755224719406e-22;1.013219263051;0.746;0.474;2.42612023197032e-18;28;sNPF
1377;4.33808212665069e-22;1.16990830752956;0.611;0.33;5.72756983181691e-18;28;asRNA:CR44960
1378;4.23222550298159e-21;1.19593783953153;0.303;0.103;5.58780733158659e-17;28;Orct2
1379;4.61713390554712e-20;1.10865711472261;0.697;0.468;6.09600189549386e-16;28;Hsc70-3
1380;1.99186987349116e-17;1.08625078466815;0.335;0.137;2.62986579397038e-13;28;toe
1381;8.9986075623083e-17;1.08612758020841;0.416;0.201;1.18808615645157e-12;28;Ndae1
1382;1.97846542037878e-15;1.08365896391516;0.578;0.347;2.6121678945261e-11;28;CG34309
1383;1.13017641617307e-13;1.14472120329899;0.254;0.101;1.49217192227331e-09;28;Esyt2
1384;5.95803124036993e-12;1.02477934747675;0.357;0.183;7.86638864666042e-08;28;CG33177
1385;0;3.23765770867636;0.635;0.025;0;29;vvl
1386;0;2.81236781976832;0.573;0.02;0;29;grn
1387;0;1.90778042555769;0.326;0.007;0;29;CG34351
1388;8.2521569167764e-254;2.52936495008056;0.629;0.05;1.08953227772199e-249;29;ham
1389;7.52188231680663e-154;2.58428323001627;0.494;0.051;9.9311412228798e-150;29;CG42260
1390;8.7537299602658e-123;1.96798843543034;0.399;0.04;1.15575496665389e-118;29;Trim9
1391;1.05533068467694e-122;2.67122099619612;0.601;0.094;1.39335310297897e-118;29;Dop1R2
1392;9.30833259408322e-91;1.79915518223445;0.337;0.038;1.22897915239681e-86;29;Dop2R
1393;1.93425820257991e-78;1.72181003963221;0.719;0.186;2.55380110486626e-74;29;Fife
1394;9.45838661237918e-76;2.16450794765886;0.708;0.216;1.24879078443242e-71;29;ct
1395;9.95602152798013e-72;2.12949155458822;0.809;0.326;1.31449352233922e-67;29;DCX-EMAP
1396;5.74061444248894e-70;2.25766178664225;0.815;0.327;7.57933324841815e-66;29;CG42541
1397;4.95648339564675e-67;1.85923106806015;0.5;0.111;6.54404502727241e-63;29;tun
1398;1.51875741655533e-64;1.91103853340579;0.624;0.168;2.005215417078e-60;29;mmd
1399;5.07639780181274e-64;1.78037668646983;0.438;0.086;6.70236801773337e-60;29;Rgk3
1400;5.29451639256113e-64;2.09423332640845;0.933;0.709;6.99034999309846e-60;29;NaCP60E
1401;1.56610338362746e-61;1.10870743617356;1;0.985;2.06772629740334e-57;29;Sh
1402;1.07637718266405e-59;1.94251912276198;0.809;0.355;1.42114079427135e-55;29;CG34354
1403;3.20542392344057e-58;1.81041322198804;0.596;0.167;4.23212120611858e-54;29;CG4168
1404;2.12606508897213e-56;2.24899936731205;0.882;0.631;2.8070437369699e-52;29;Ptp99A
1405;1.72124484640483e-55;1.11555100736469;0.994;0.95;2.27255957070829e-51;29;shep
1406;6.33871265773732e-53;1.35139831830138;0.18;0.018;8.36900232201059e-49;29;CG33639
1407;1.91079982457717e-52;1.26501358932618;0.966;0.772;2.52282900838923e-48;29;Stacl
1408;1.03566353451855e-51;1.51021490088199;0.921;0.65;1.36738656462484e-47;29;Cow
1409;6.83334433613556e-50;1.55308264191908;0.489;0.125;9.02206452699979e-46;29;twit
1410;4.49344920954098e-49;1.92595632833441;0.455;0.116;5.93270099135696e-45;29;Toll-6
1411;7.81436207101823e-49;1.69565366262987;0.86;0.564;1.03173022423654e-44;29;Nlg3
1412;6.26254279760562e-45;1.46276118411697;0.517;0.153;8.26843525567871e-41;29;side-V
1413;2.69480916642036e-43;1.8014874096761;0.534;0.179;3.5579565424248e-39;29;Gycbeta100B
1414;1.58988542961948e-42;1.87532883738122;0.388;0.098;2.0991257327266e-38;29;CG1688
1415;5.9445103012172e-41;1.51102041241366;0.865;0.53;7.84853695069706e-37;29;Cbp53E
1416;1.2763496607212e-40;1.40454172194375;0.371;0.089;1.6851644570502e-36;29;CG12672
1417;4.29704360827878e-40;1.43587367377142;0.444;0.122;5.67338667601048e-36;29;CG14274
1418;4.28576292170155e-39;1.26338562402709;0.944;0.824;5.65849278552256e-35;29;jus
1419;1.69479384670898e-38;1.86895647884672;0.135;0.014;2.23763631580987e-34;29;CG8861
1420;5.88742734127371e-38;1.35948301917021;0.208;0.033;7.77317031868368e-34;29;CG43740
1421;8.58815693384079e-38;1.2487273491373;0.23;0.04;1.133894359975e-33;29;CG14880
1422;1.04324329967016e-37;1.61134943261941;0.59;0.236;1.37739412855452e-33;29;Fili
1423;1.87264569316397e-36;1.13938300832143;0.966;0.835;2.47245410868439e-32;29;Cam
1424;2.3706593853539e-36;1.46829551292193;0.348;0.086;3.12998158648275e-32;29;CG43795
1425;3.89097511445325e-36;2.16277549261881;0.59;0.266;5.13725444361263e-32;29;mAChR-B
1426;9.19642065927151e-36;2.011532157215;0.494;0.175;1.21420341964362e-31;29;AstA-R1
1427;9.74418171337e-36;1.4961370583821;0.472;0.151;1.28652431161624e-31;29;trn
1428;2.35632340962408e-35;1.47342938379759;0.618;0.266;3.11105379772667e-31;29;Epac
1429;9.09863841325339e-34;1.56062420976738;0.433;0.139;1.20129322970185e-29;29;CG43850
1430;1.87558347746749e-33;1.65830044867798;0.5;0.176;2.47633286530033e-29;29;nAChRalpha5
1431;2.74398827067821e-33;1.5429040397717;0.736;0.437;3.62288771377644e-29;29;CG15628
1432;3.68981757972577e-33;1.58875912841549;0.483;0.172;4.87166615051194e-29;29;Dop1R1
1433;8.43927776960017e-33;1.58710626496186;0.618;0.286;1.11423784392031e-28;29;kek1
1434;2.61326599251349e-32;1.20947762055689;0.871;0.676;3.45029508991556e-28;29;ss
1435;3.11266944861933e-32;1.05313810591624;0.107;0.011;4.10965747301211e-28;29;mtt
1436;4.12296799841873e-32;1.26056447206698;0.444;0.143;5.44355464831225e-28;29;Frq2
1437;2.43471292485384e-31;1.12014270486071;0.219;0.042;3.21455147468453e-27;29;CG10339
1438;1.34781166148568e-29;1.21484840932871;0.798;0.472;1.77951573665955e-25;29;trv
1439;7.88780639245644e-29;1.25663929716583;0.607;0.287;1.04142707799602e-24;29;Fas3
1440;9.58217530594522e-29;1.15456960785396;0.792;0.49;1.26513460564395e-24;29;CG42784
1441;6.82464778544663e-28;1.09210048167521;0.326;0.089;9.01058247112518e-24;29;Ets65A
1442;4.16747281422195e-27;1.69056535985911;0.876;0.653;5.50231435661724e-23;29;rdgA
1443;5.40889647750901e-24;1.31549834939233;0.506;0.219;7.14136601925514e-20;29;tbc
1444;9.50930463500558e-24;1.41065716159207;0.556;0.259;1.25551349095979e-19;29;CG34353
1445;1.16391659472746e-22;1.13901494293284;0.691;0.423;1.53671908001866e-18;29;CG4238
1446;1.7411236206237e-22;1.17497378977559;0.652;0.361;2.29880551630947e-18;29;CG42594
1447;2.06336789637785e-22;1.13717298022362;0.747;0.486;2.72426463358768e-18;29;side-VI
1448;8.58001333283914e-22;1.08628474315587;0.697;0.427;1.13281916033475e-17;29;dpr9
1449;1.09399383065049e-19;1.10803603711801;0.551;0.292;1.44440005460784e-15;29;Con
1450;1.9836376693398e-19;1.13676905477975;0.528;0.274;2.61899681482933e-15;29;Shaw
1451;9.49806447899871e-19;1.32045893511066;0.382;0.16;1.2540294531622e-14;29;Sidpn
1452;1.44912263659376e-18;1.10010654970174;0.315;0.115;1.91327661709474e-14;29;Toll-7
1453;3.35390281106961e-18;1.22739670461955;0.489;0.244;4.4281578814552e-14;29;CG12541
1454;1.30248472828724e-17;1.06601134910436;0.652;0.436;1.71967058675764e-13;29;Pka-C3
1455;2.13937047752414e-17;1.18064130755006;0.388;0.174;2.82461084147513e-13;29;Trpm
1456;1.97040349231298e-16;1.0428812332788;0.73;0.555;2.60152373090083e-12;29;CG13954
1457;2.21498140837378e-16;1.06014466265366;0.551;0.299;2.9244399534759e-12;29;CG15765
1458;2.53397851808317e-16;1.68690986533328;0.174;0.047;3.34561183742521e-12;29;Corin
1459;3.85718513259725e-16;1.15471852910708;0.449;0.23;5.09264153056815e-12;29;Src64B
1460;4.23749769241445e-14;1.15951609341659;0.438;0.231;5.5947682032948e-10;29;dpr13
1461;3.02760494879612e-11;1.1583069111536;0.399;0.22;3.99734681389551e-07;29;lncRNA:CR43836
1462;2.51453105180733e-08;1.16276014716306;0.264;0.135;0.000331993534770122;29;dpr6
1463;2.67900028431179e-215;2.55292888161562;0.938;0.135;3.53708407537685e-211;30;CG3339
1464;9.80816705645453e-207;2.08552214564164;0.209;0.005;1.29497229646369e-202;30;beat-Ic
1465;1.21160481182353e-153;2.514666212336;0.701;0.1;1.59968183305061e-149;30;beat-Ib
1466;1.01868366723164e-111;1.87340291877948;0.52;0.074;1.34496804584593e-107;30;5-HT1B
1467;1.15110859921721e-107;1.65567859279474;0.655;0.116;1.51980868354648e-103;30;lncRNA:CR43314
1468;6.7912646112879e-104;1.98132235723369;0.825;0.193;8.96650666628341e-100;30;5-HT1A
1469;7.52706693217438e-84;1.44902272752779;0.554;0.103;9.93798647054984e-80;30;Ugt49C1
1470;1.62747308828501e-83;1.56086209348641;0.35;0.043;2.1487527184627e-79;30;dpr15
1471;5.46603263647093e-80;1.53408228870528;1;0.987;7.21680288993257e-76;30;lncRNA:Hsromega
1472;3.76393023530312e-79;1.49882481000333;0.655;0.149;4.96951708967072e-75;30;CG8195
1473;1.4438849131125e-78;1.54536617792637;0.898;0.273;1.90636125078243e-74;30;CG9492
1474;3.75384733092612e-71;1.50040599720943;0.712;0.186;4.95620463102176e-67;30;Fife
1475;1.06683892239373e-70;1.44432815158784;0.446;0.081;1.40854742923645e-66;30;Hsc70-2
1476;4.40920746698665e-70;1.53963694240456;0.627;0.154;5.82147661866248e-66;30;CG4928
1477;3.88923706821196e-69;1.46599104864593;0.887;0.276;5.13495970116025e-65;30;CG10185
1478;1.32647702890131e-68;1.59219201178161;0.944;0.407;1.7513476212584e-64;30;foi
1479;2.64434993142497e-68;1.14895936964461;1;0.967;3.49133521446038e-64;30;Rdl
1480;8.64172399341478e-68;1.49131637209334;0.356;0.053;1.14096681885055e-63;30;ham
1481;1.05205604289784e-64;1.6266975961915;0.881;0.339;1.38902959343802e-60;30;Cngl
1482;6.72989433411268e-62;1.54256382843578;0.458;0.096;8.88547948932897e-58;30;CG45122
1483;1.58451417069539e-60;1.35841869554361;0.542;0.128;2.09203405956912e-56;30;Octbeta2R
1484;5.48379549654402e-58;1.32148589537863;0.418;0.083;7.24025519408707e-54;30;CG8312
1485;1.51806131966951e-53;1.23211096837134;0.808;0.269;2.00429636035966e-49;30;CG9650
1486;1.63682480275192e-53;1.28811611982183;0.424;0.088;2.16109978707336e-49;30;Ets65A
1487;1.87023679180822e-53;1.27882209557741;0.548;0.144;2.46927363622439e-49;30;nompC
1488;1.88398896013628e-53;1.16263031329627;0.322;0.054;2.48743062406793e-49;30;lncRNA:CR40469
1489;2.7634621270946e-52;2.14885193884683;0.972;0.802;3.648599046403e-48;30;Pzl
1490;1.26057260599293e-50;1.16585824089674;0.345;0.065;1.66433401169247e-46;30;h
1491;6.25769550993826e-49;1.36058984943153;0.356;0.07;8.26203538177149e-45;30;CG34155
1492;5.02910847270662e-47;1.0982259989432;0.977;0.558;6.63993191651455e-43;30;Naprt
1493;6.4850064029801e-47;1.05674133508659;0.989;0.791;8.56215395385463e-43;30;Rbp1-like
1494;1.04275599596518e-46;1.23663654042089;0.757;0.284;1.37675074147283e-42;30;Tg
1495;3.01767390658756e-46;1.28441742593911;0.78;0.298;3.98423485886755e-42;30;dpr10
1496;7.98605979068103e-46;1.2755427047384;0.701;0.241;1.05439947416362e-41;30;CG43689
1497;1.1411591649126e-45;1.06532997201552;0.994;0.759;1.5066724454341e-41;30;CG17684
1498;5.32139569400639e-45;1.22367384043612;0.768;0.326;7.02583873479663e-41;30;DIP1
1499;2.10914198593136e-44;1.30516756381688;0.791;0.354;2.78470016402517e-40;30;dally
1500;1.18061094304918e-43;1.2212136877797;0.74;0.284;1.55876062810783e-39;30;Dscam2
